Cod_ibge,Municipio,mort_infantil,IDESP_ensino_medio,n_familias_rua,forest_cover,n_pessoas_pobreza,esgoto_tratado,UAI_housing,UAI_env,UAI_food,UAI_mob,UAI_Crisk,population,population_preta,population_indigena,population_branca,pct_rural,pct_urbana,pol_deficit,mean_species_richness,max_species_richness,Vert_rich_risk,COD,flooding_exposure,flooding_risks,hydric_stress_exp,hydric_stress_risk,municipality,persist_malaria,persist_leptospirose,persist_diarrhea,persist_dengue,persist_chagas,incidence_malaria,incidence_leptospirose,incidence_diarrhea,incidence_dengue,incidence_chagas,copersistence,malaria_leptospirose,malaria_diarrhea,malaria_dengue,malaria_chagas,leptospirose_diarrhea,leptospirose_dengue,leptospirose_chagas,diarrhea_dengue,diarrhea_chagas,dengue_chagas,UAI_promedio,pct_preta,pct_indigena,pct_branca,flooding_exposure_norm,flooding_risks_norm,hydric_stress_exp_norm,hydric_stress_risk_norm,idx_climate_risk,mort_norm,pobreza_pct,pobreza_norm,idesp_norm,esgoto_norm,familias_rua_norm,idx_social_vuln,forest_norm,richness_norm,vert_risk_norm,idx_biodiv_risk,idx_food_security_risk,idx_governance,idx_governance_risk,idx_biodiv_positivo,cuadrante,IVM,IVM_100,categoria_IVM
3515707,Ferraz de Vasconcelos,13.1,1.6,106,21.7,71.1,39.1,0.33,0.63,0.25,0.4,0.2,173752.0,17566.0,206.5,78804.0,0.8,99.2,0.586013709903,557.916666666667,742,24.81,351570,0.94,0.0,0.87,0.59,,,,,,,,,,,,,,,,,,,,,,,0.362,10.109811685620885,0.11884755283392422,45.3542980800221,1.0,0.0,0.8617021276595745,0.7662337662337662,0.6569839734733351,0.16375,0.04092039228325429,0.006978317552586402,0.7647058823529411,0.609,0.11298577679753587,0.3314839953406127,0.7827027027027027,0.394626311835545,0.5682546953733395,0.5818612366371957,0.5872507370694952,0.362,0.638,0.4181387633628043,Q4_Desarrollo,0.5591159885041277,74.41071149651883,Alta
3510609,Carapicuíba,16.6,1.9,488,12.0,70.2,33.4,1.0,0.63,0.0,0.4,0.6,378284.0,36410.0,398.0,184276.5,0.0,100.0,0.0,543.75,780,30.29,351060,0.94,0.68,1.0,0.45,CARAPICUIBA,2.0,10.0,10.0,7.0,0.0,0.264351651140413,1.6654154021846,50.8348225143014,130.174305925858,0.0,10.0,2.0,2.0,2.0,0.0,10.0,7.0,0.0,7.0,0.0,0.0,0.526,9.625043618022438,0.10521195715388439,48.713797041376324,1.0,0.68,1.0,0.5844155844155844,0.8161038961038961,0.20750000000000002,0.018557485910056997,0.0031107342129056796,0.7058823529411764,0.666,0.23891838598606108,0.36428229462802864,0.8875675675675676,0.4226842261023973,0.6937700412276684,0.6680072782992111,0.0,0.526,0.474,0.33199272170078886,Q4_Desarrollo,0.46447869380622714,51.290057953148406,Alta
3509452,Campina do Monte Alegre,12.7,1.9,0,26.4,67.1,92.4,0.33,0.25,0.0,0.2,0.2,5760.5,116.5,11.0,4014.5,17.1,82.9,0.907399895672,693.745762711864,726,4.44,350945,0.47,0.0,0.58,0.55,,,,,,,,,,,,,,,,,,,,,,,0.196,2.0223938894193214,0.19095564621126637,69.69013106501171,0.4597701149425288,0.0,0.5531914893617021,0.7142857142857143,0.4318118296474863,0.15875,1.1648294418887248,0.20135430084518371,0.7058823529411764,0.07599999999999996,0.0,0.22839733075727206,0.731891891891892,0.12560882018047792,0.10169491525423731,0.31973187577553575,0.909315342875457,0.196,0.804,0.6802681242244643,Q2_Conservar,0.5386512758111502,69.41101731095117,Alta
3506607,Biritiba Mirim,2.8,1.6,5,55.9,75.3,68.9,0.0,0.38,0.5,0.2,0.2,29129.0,1526.0,29.5,17399.0,18.5,81.5,0.783761344013,715.949494949495,774,7.5,350660,0.43,0.0,0.78,0.66,,,,,,,,,,,,,,,,,,,,,,,0.256,5.238765491434653,0.10127364482131208,59.73085241511895,0.4137931034482759,0.0,0.7659574468085106,0.8571428571428572,0.509223351849911,0.034999999999999996,0.2585052696625356,0.04460883089798865,0.7647058823529411,0.31099999999999994,0.03179011885666273,0.23742096642151847,0.412972972972973,0.08163302614323664,0.1717819514429684,0.22212931685305934,0.78541580031361,0.256,0.744,0.7778706831469406,Q2_Conservar,0.4996378870876198,59.87973213306249,Alta
3539806,Poá,8.9,2.2,219,9.2,71.8,79.7,1.0,0.63,0.0,1.0,0.8,104889.0,10050.5,91.5,54302.5,0.2,99.8,0.0,383.333333333333,444,13.66,353980,0.94,0.0,0.86,0.55,,,,,,,,,,,,,,,,,,,,,,,0.6859999999999999,9.582034341065317,0.08723507708148615,51.77139642860548,1.0,0.0,0.8510638297872342,0.7142857142857143,0.6413373860182371,0.11125,0.06845331731640114,0.011740036819922068,0.6470588235294117,0.20299999999999996,0.38668906654937046,0.27194758537974084,0.9178378378378378,0.7403988435358669,0.31287219422812645,0.6570362918672771,0.0,0.6859999999999999,0.31400000000000006,0.3429637081327229,Q4_Desarrollo,0.376864252653051,29.885144110619276,Moderada
3522505,Itapevi,13.4,1.8,100,38.2,78.3,31.4,0.67,0.63,0.0,0.8,0.4,216533.0,20584.5,109.5,90953.5,1.6,98.4,0.753133859647,705.148148148148,760,7.22,352250,0.94,0.0,1.0,0.64,ITAPEVI,1.0,9.0,10.0,6.0,0.0,0.461823371033515,2.30911685516757,31.3578068931756,198.584049544411,0.0,10.0,1.0,1.0,1.0,0.0,9.0,5.0,0.0,6.0,0.0,0.0,0.5,9.50640318103938,0.050569659128169846,42.00445197729677,1.0,0.0,1.0,0.8311688311688311,0.7077922077922078,0.1675,0.03616076995192419,0.006155158177654371,0.7254901960784313,0.6859999999999999,0.08553101579673572,0.33413527401056425,0.6043243243243244,0.10302572702691148,0.16536875858909758,0.29090626998011115,0.7547236638250369,0.5,0.5,0.7090937300198888,Q1_Modelo,0.517511483121584,64.24639564341128,Alta
3522802,Itaporanga,0.0,1.8,3,17.9,76.8,93.8,0.67,0.25,0.5,0.4,0.4,14317.0,355.5,56.5,10913.5,25.3,74.7,0.929214157112,644.054545454545,674,4.44,352280,0.68,0.0,0.51,0.39,,,,,,,,,,,,,,,,,,,,,,,0.44399999999999995,2.4830620940141093,0.3946357477125096,76.22756164000837,0.7011494252873566,0.0,0.4787234042553192,0.5064935064935066,0.42159158400904556,0.0,0.5364252287490396,0.09267407723001238,0.7254901960784313,0.062000000000000055,0.03880761495462997,0.18379437765261475,0.8237837837837838,0.2240251905537507,0.10169491525423731,0.38316796319725727,0.9311756524429364,0.44399999999999995,0.556,0.6168320368027427,Q1_Modelo,0.49514591546037084,58.782307274799116,Alta
3500758,Alambari,14.1,1.7,0,21.9,63.6,65.3,0.0,0.13,0.25,0.4,0.0,5512.5,164.0,1.5,3860.0,25.8,74.2,0.881499824073,730.461538461538,756,3.38,350075,0.27,0.0,0.62,0.54,,,,,,,,,,,,,,,,,,,,,,,0.156,2.9750566893424035,0.027210884353741496,70.02267573696145,0.22988505747126442,0.0,0.5957446808510639,0.7012987012987013,0.3817321099052574,0.17625,1.1537414965986394,0.19943668102602535,0.7450980392156863,0.347,0.0,0.2935569440483423,0.7805405405405406,0.05289107277633842,0.07741639945029775,0.3036160042557256,0.88336059833683,0.156,0.844,0.6963839957442743,Q2_Conservar,0.541253131309231,70.04667157107207,Alta
3552502,Suzano,11.6,1.8,597,30.6,69.5,55.5,0.33,0.75,0.75,1.0,0.4,284954.5,23961.5,325.0,140678.0,1.3,98.7,0.850245410633,708.169230769231,766,7.55,355250,0.81,0.0,0.8,0.53,SUZANO,5.0,9.0,10.0,6.0,0.0,0.350933219163059,1.05279965748918,7.89599743116884,60.5359803056277,0.0,10.0,5.0,5.0,2.0,0.0,9.0,5.0,0.0,6.0,0.0,0.0,0.646,8.408886330975648,0.11405329622799429,49.368583405420864,0.8505747126436782,0.0,0.7872340425531915,0.6883116883116883,0.5815301108771395,0.145,0.024389858731832626,0.0041194218843499265,0.7254901960784313,0.44499999999999995,0.3880132303149522,0.3415245696555467,0.6864864864864865,0.09704229569688172,0.17292716445258818,0.31881864887865213,0.8520402093780924,0.646,0.354,0.6811813511213478,Q1_Modelo,0.48958270775788615,57.42317081290476,Alta
3510500,Caraguatatuba,10.6,2.2,605,77.1,72.8,85.8,1.0,0.75,0.5,0.6,0.8,117856.5,7127.0,182.0,71566.0,1.4,98.6,0.164153847429,657.329032258065,768,14.41,351050,0.48,0.49,0.78,0.68,,,,,,,,,,,,,,,,,,,,,,,0.7300000000000001,6.047184499794241,0.15442508474288646,60.722997883018756,0.471264367816092,0.49,0.7659574468085106,0.8831168831168832,0.6525846744353714,0.1325,0.061770033897154596,0.010584187254785837,0.6470588235294117,0.14200000000000002,0.9507132744758514,0.3765712570520098,0.1837837837837838,0.1977342908358951,0.3300503893724233,0.23718948799736742,0.1645003628181843,0.7300000000000001,0.2699999999999999,0.7628105120026326,Q1_Modelo,0.34016915646058654,20.92023647547485,Baja
3545001,Salesópolis,5.1,2.4,5,45.6,74.3,68.5,0.67,0.88,0.5,0.2,0.2,15418.5,337.0,4.5,11972.0,35.9,64.1,0.800931509264,690.810218978102,770,10.28,354500,0.38,0.0,0.6,0.43,,,,,,,,,,,,,,,,,,,,,,,0.49000000000000005,2.185686026526575,0.029185718455102636,77.6469825209975,0.35632183908045983,0.0,0.574468085106383,0.5584415584415584,0.37230787065710036,0.06375,0.48188864026980577,0.08324217256228506,0.6078431372549019,0.31499999999999995,0.06005865500377656,0.22597879296419268,0.5243243243243243,0.13142283672695954,0.2354557947778287,0.2970676519430375,0.8026222103836471,0.49000000000000005,0.51,0.7029323480569625,Q1_Modelo,0.4415953051895956,45.69946175328492,Moderada
3505708,Barueri,6.5,1.8,576,18.5,72.0,40.4,1.0,0.63,0.0,0.8,0.2,278611.0,20484.0,219.5,146517.0,0.0,100.0,0.745614032413,737.190476190476,782,5.73,350570,0.94,0.0,1.0,0.47,BARUERI,0.0,10.0,10.0,8.0,0.0,0.0,2.18943257803891,74.4407076533231,616.271432211937,0.0,10.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,8.0,0.0,0.0,0.526,7.352186381729364,0.07878368047205603,52.58837590762748,1.0,0.0,1.0,0.6103896103896104,0.6525974025974026,0.08125,0.02584248288832817,0.004370647950082306,0.7254901960784313,0.5960000000000001,0.38288816907675566,0.35799980262105385,0.8172972972972973,0.03956401692418354,0.13124141090242789,0.32936757504130293,0.7471879628488042,0.526,0.474,0.670632424958697,Q1_Modelo,0.5122305486217128,62.9562207990593,Alta
3501152,Alumínio,11.0,2.0,7,28.2,68.6,61.0,0.0,0.25,0.0,0.6,0.4,17070.0,1160.0,9.5,9377.5,3.7,96.3,0.800312517062,727.32,750,3.02,350115,0.48,0.48,0.78,0.66,,,,,,,,,,,,,,,,,,,,,,,0.25,6.795547744581136,0.05565319273579379,54.93555946104276,0.471264367816092,0.48,0.7659574468085106,0.8571428571428572,0.6435911679418649,0.1375,0.4018746338605741,0.06940404110633305,0.6862745098039216,0.39,0.07594728301382661,0.2718251667848163,0.7124324324324325,0.059113073963621865,0.06917086578103528,0.2802387907256965,0.8020019115395725,0.25,0.75,0.7197612092743035,Q2_Conservar,0.54953140739839,72.06912111387435,Alta
3534401,Osasco,13.4,1.6,1322,8.9,68.7,37.5,1.0,0.5,0.5,1.0,0.4,697677.5,55173.0,538.0,384623.0,0.0,100.0,0.0,572.809523809524,786,27.12,353440,0.94,0.0,1.0,0.52,OSASCO,5.0,10.0,10.0,9.0,0.0,0.171999240336689,1.27566103249711,21.1272400213566,129.795723031853,0.0,10.0,5.0,5.0,4.0,0.0,10.0,9.0,0.0,9.0,0.0,0.0,0.6799999999999999,7.908095072580096,0.07711299275094868,55.12905318001512,1.0,0.0,1.0,0.6753246753246753,0.6688311688311688,0.1675,0.009846956509275417,0.0016042798268765446,0.7647058823529411,0.625,0.3509332033830283,0.38194867311256925,0.9210810810810811,0.3651301347365271,0.6211635364177738,0.6357915840784606,0.0,0.6799999999999999,0.32000000000000006,0.3642084159215394,Q4_Desarrollo,0.4013142852044398,35.858484045465595,Moderada
3505005,Barão de Antonina,0.0,1.3,0,16.4,67.5,96.0,0.0,0.38,0.75,0.2,0.0,3323.5,65.5,102.5,2467.0,33.2,66.8,0.91144058131,633.044444444444,671,5.66,350500,0.31,0.0,0.45,0.22,,,,,,,,,,,,,,,,,,,,,,,0.26599999999999996,1.9708139010079735,3.0840980893636227,74.2289754776591,0.2758620689655173,0.0,0.41489361702127664,0.2857142857142857,0.2441174929252699,0.0,2.0309914247028735,0.3511538661741276,0.8235294117647058,0.040000000000000036,0.0,0.2429366555877667,0.8400000000000001,0.24583134139215945,0.12963811268896017,0.4051564846937066,0.9133645580714196,0.26599999999999996,0.734,0.5948435153062934,Q2_Conservar,0.5079150382556326,61.901906848565766,Alta
3502903,Araçoiaba da Serra,0.0,1.9,27,22.9,66.7,27.7,0.0,0.5,0.0,0.8,0.6,29871.0,1025.0,22.5,21798.0,11.1,88.9,0.891686152678,735.271604938272,757,2.87,350290,0.17,0.0,0.78,0.43,,,,,,,,,,,,,,,,,,,,,,,0.38,3.4314217803220513,0.07532389273877674,72.9737872853269,0.11494252873563221,0.0,0.7659574468085106,0.5584415584415584,0.3598353834964253,0.0,0.22329349536339593,0.038519082572468125,0.7058823529411764,0.7230000000000001,0.1674024173863927,0.32696077058000744,0.7697297297297298,0.043364453988898766,0.06573522675217591,0.29294313682360146,0.8935684294510687,0.38,0.62,0.7070568631763985,Q1_Modelo,0.49866154407022056,59.6412036679702,Alta
3528403,Mairinque,8.4,2.2,6,36.4,72.9,21.4,0.0,0.63,0.0,0.4,0.4,46625.0,2721.0,45.5,26339.5,7.1,92.9,0.770345366102,721.852941176471,770,6.25,352840,0.35,0.34,0.78,0.68,,,,,,,,,,,,,,,,,,,,,,,0.28600000000000003,5.835924932975871,0.09758713136729223,56.49222520107239,0.3218390804597701,0.34,0.7659574468085106,0.8831168831168832,0.5777283525962911,0.10500000000000001,0.15635388739946382,0.0269421207855889,0.6470588235294117,0.786,0.023833077675300254,0.31776680439806015,0.6237837837837839,0.0699409046292041,0.14315162620247368,0.2789587715384872,0.7719715023669853,0.28600000000000003,0.714,0.7210412284615129,Q2_Conservar,0.5320850861799646,67.8068442833162,Alta
3523107,Itaquaquecetuba,14.4,1.6,170,12.8,75.8,10.8,1.0,0.5,0.0,0.4,0.6,345522.5,31752.0,348.0,142720.0,0.0,100.0,0.0,729.5,773,5.63,352310,0.94,1.0,1.0,0.63,ITAQUAQUECETUBA,0.0,9.0,10.0,7.0,0.0,0.0,2.1223895211841,16.2941631876361,43.2057866812478,0.0,9.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,7.0,0.0,0.0,0.5,9.189560737723303,0.10071703000528184,41.30555897228111,1.0,1.0,1.0,0.8181818181818181,0.9545454545454546,0.18,0.021937789868966565,0.003695345490901486,0.7647058823529411,0.892,0.09112138472595789,0.38630452251396014,0.8789189189189189,0.054795456097617046,0.1289509848831883,0.3542217866332414,0.0,0.5,0.5,0.6457782133667587,Q1_Modelo,0.43901435273853123,45.06891427595623,Moderada
3550605,São Roque,4.6,1.9,120,46.6,69.2,71.2,0.0,0.63,0.25,0.6,0.2,79152.5,4417.0,72.0,50470.5,9.8,90.2,0.698691891772,712.877551020408,761,6.32,355060,0.37,0.0,0.78,0.62,SAO ROQUE,0.0,7.0,10.0,8.0,0.0,0.0,1.98531767338817,9.60171820220461,178.295063327122,0.0,9.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,8.0,0.0,0.0,0.33599999999999997,5.58036701304444,0.09096364612614889,63.76362085846941,0.3448275862068966,0.0,0.7659574468085106,0.8051948051948051,0.4789949595525531,0.057499999999999996,0.08742617099902089,0.01502132287391403,0.7058823529411764,0.2879999999999999,0.28077881219440315,0.2694364976018987,0.5135135135135135,0.08771719127699429,0.14475492441594137,0.24866187640214973,0.700166773394266,0.33599999999999997,0.664,0.7513381235978502,Q2_Conservar,0.4722520213901736,53.18914450799196,Alta
3522307,Itapetininga,11.8,2.1,256,22.8,71.0,90.8,1.0,0.38,0.5,0.6,0.8,151083.5,4491.0,111.5,111224.5,9.7,90.3,0.892668183199,711.847368421053,755,5.72,352230,0.61,0.0,0.86,0.59,ITAPETININGA,1.0,2.0,9.0,6.0,0.0,1.32377129203388,0.661885646016938,4.19194242477394,77.661249132654,0.0,6.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.656,2.972528436262067,0.07380024953088854,73.61790003541088,0.6206896551724139,0.0,0.8510638297872342,0.7662337662337662,0.5594968127983535,0.14750000000000002,0.046993880867202575,0.008028705318336417,0.6666666666666666,0.09200000000000008,0.31381279792563266,0.24560163398212714,0.7708108108108108,0.08975752833948158,0.1310123683005039,0.3305269024835988,0.894552532958438,0.656,0.344,0.6694730975164012,Q1_Modelo,0.47483557644450347,53.820327822266364,Alta
3553807,Taquarituba,11.1,1.7,12,15.8,69.1,100.0,1.0,0.75,0.5,0.6,0.4,23320.5,559.5,16.5,16491.0,16.1,83.9,0.939122476269,640.826086956522,682,6.04,355380,0.65,0.0,0.71,0.56,,,,,,,,,,,,,,,,,,,,,,,0.65,2.399176690036663,0.07075319997427157,70.71460731974014,0.6666666666666669,0.0,0.6914893617021276,0.7272727272727273,0.5213571889103805,0.13874999999999998,0.29630582534679784,0.05114629955055824,0.7450980392156863,0.0,0.09529960735068928,0.20605878922338677,0.8464864864864865,0.23041934197151193,0.13834173156207055,0.40508252000668965,0.9411048872538954,0.65,0.35,0.5949174799933103,Q1_Modelo,0.48472067707887045,56.23533754690108,Alta
3553005,Taguaí,13.7,2.9,1,13.8,76.0,98.2,0.0,0.25,0.5,0.2,0.2,11748.5,184.0,11.0,9342.0,9.3,90.7,0.953998318595,642.816326530612,669,3.91,355300,0.8,0.0,0.78,0.54,,,,,,,,,,,,,,,,,,,,,,,0.22999999999999998,1.5661573817934205,0.09362897391156318,79.51653402562029,0.839080459770115,0.0,0.7659574468085106,0.7012987012987013,0.5765841519693318,0.17124999999999999,0.6468910924798911,0.11177874667856577,0.5098039215686274,0.018000000000000016,0.015763959180758885,0.16531932548559042,0.8681081081081081,0.22647755575925466,0.08955565735226753,0.39471377373987676,0.9560121312702837,0.22999999999999998,0.77,0.6052862262601233,Q2_Conservar,0.5725258764930166,77.68685516943576,Muy Alta
3547304,Santana de Parnaíba,9.7,,4,43.0,71.3,22.3,1.0,0.88,0.0,0.8,0.6,131459.0,8226.0,111.0,74746.5,0.9,99.1,0.742754141979,747.964912280702,789,5.2,354730,0.53,0.46,1.0,0.48,SANTANA DE PARNAIBA,1.0,5.0,10.0,6.0,0.0,0.760693448147331,1.67352558592413,11.0300549981363,270.680085299092,0.0,10.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,6.0,0.0,0.0,0.6559999999999999,6.257464304459946,0.08443697274435376,56.85917282194448,0.5287356321839082,0.46,1.0,0.6233766233766234,0.6530280638901329,0.12125,0.05423744285290471,0.009281453024217045,,0.777,0.005635304526434729,0.22829168938766295,0.5524324324324325,0.01822461428230815,0.1191021530004581,0.22991973323839957,0.7443220354192523,0.6559999999999999,0.3440000000000001,0.7700802667616005,Q1_Modelo,0.43991230438708956,45.288291098077885,Moderada
3510302,Capela do Alto,15.8,1.7,8,21.3,72.1,75.0,0.0,0.5,0.25,0.2,0.4,20199.0,534.0,14.0,14557.5,21.1,78.9,0.907143078791,732.654545454545,754,2.83,351030,0.31,0.0,0.78,0.35,CAPELA DO ALTO,1.0,0.0,5.0,4.0,0.0,4.95074013565028,0.0,6.93103618991039,134.90766869647,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.27,2.6436952324372496,0.06931036189910392,72.07039952472894,0.2758620689655173,0.0,0.7659574468085106,0.45454545454545453,0.37409124257987064,0.1975,0.35694836378038514,0.06163420606000884,0.7450980392156863,0.25,0.07335130429631002,0.265516709914401,0.787027027027027,0.04854769379776924,0.06481905634448008,0.3001312590564254,0.9090579838749583,0.27,0.73,0.6998687409435747,Q2_Conservar,0.5157594390851311,63.81835716990179,Alta
3550308,São Paulo,10.9,1.7,61299,27.4,64.8,73.1,1.0,0.88,0.75,1.0,0.8,11352751.0,948078.0,15352.0,6519545.0,0.2,99.8,0.580281796091,565.101030927835,791,28.56,355030,0.94,1.0,0.89,0.44,SAO PAULO,10.0,10.0,10.0,10.0,2.0,0.214045036308821,1.35826109460165,26.8903986355378,123.524245356918,0.0088084377081819,10.0,10.0,10.0,10.0,2.0,10.0,10.0,2.0,10.0,2.0,2.0,0.8859999999999999,8.351086005497699,0.13522713569600883,57.4270060181889,1.0,1.0,0.8829787234042554,0.5714285714285714,0.8636018237082066,0.13625,0.0005707867634901884,0.0,0.7450980392156863,0.269,1.0,0.4300696078431373,0.721081081081081,0.3803972570236611,0.6541456710948237,0.585208003066522,0.5815067236547357,0.8859999999999999,0.1140000000000001,0.414791996933478,Q4_Desarrollo,0.5148772316545204,63.60282678706858,Alta
3502754,Araçariguama,14.0,1.5,1,46.3,75.1,61.1,0.67,0.0,0.0,0.4,0.2,19301.0,1421.0,23.0,9807.5,12.2,87.8,0.658484690044,755.25,789,4.28,350275,0.35,0.0,0.78,0.6,ARACARIGUAMA,1.0,3.0,7.0,5.0,0.0,5.18107870058546,5.18107870058546,8.14169510092001,309.828506295011,0.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.254,7.3623128335319405,0.11916481011346562,50.813429355991914,0.3218390804597701,0.0,0.7659574468085106,0.7792207792207791,0.466754326622265,0.175,0.38909901041396816,0.0671945434868578,0.7843137254901961,0.389,0.009595506680231375,0.2850207551314571,0.5167567567567568,0.003796070753751102,0.09803023362345398,0.20619435371132064,0.6598746975413339,0.254,0.746,0.7938056462886793,Q2_Conservar,0.4727688266012754,53.31540418472338,Alta
3552205,Sorocaba,11.0,2.2,1020,19.0,71.6,91.7,1.0,0.88,0.75,1.0,0.8,655153.5,33778.5,596.5,459256.0,0.7,99.3,0.909324813821,697.289655172414,777,10.26,355220,0.94,1.0,0.8,0.48,SOROCABA,2.0,9.0,10.0,8.0,0.0,0.22895397796089,0.542705725536925,12.1803516275194,1160.16704482232,0.0,10.0,2.0,2.0,1.0,0.0,9.0,7.0,0.0,8.0,0.0,0.0,0.8859999999999999,5.1558146297012835,0.09104736523578062,70.09899206827103,1.0,1.0,0.7872340425531915,0.6233766233766234,0.8526526664824536,0.1375,0.010928736547999819,0.001791369750929716,0.6470588235294117,0.08299999999999996,0.2883399568556814,0.23153803002720458,0.8118918918918919,0.11858993329842704,0.23499770957398078,0.38849317825476654,0.9112443243697396,0.8859999999999999,0.1140000000000001,0.6115068217452335,Q1_Modelo,0.49958563982683285,59.86696770632035,Alta
3530607,Mogi das Cruzes,12.6,1.9,599,39.4,77.2,54.7,0.67,0.63,0.75,1.0,0.8,419642.0,30854.5,449.5,242720.5,6.1,93.9,0.776317656296,724.008771929825,778,6.94,353060,0.83,0.0,1.0,0.61,MOGI DAS CRUZES,2.0,9.0,10.0,8.0,0.0,0.357447538616249,1.82695408626083,29.7158053769642,77.5661158797261,0.0,10.0,2.0,2.0,0.0,0.0,9.0,7.0,0.0,8.0,0.0,0.0,0.7699999999999999,7.352576720156705,0.10711511240533599,57.839896864470184,0.8735632183908048,0.0,1.0,0.7922077922077921,0.6664427526496493,0.1575,0.01839663332078295,0.0030829153424941653,0.7058823529411764,0.45299999999999996,0.2643599110352451,0.31676503586378313,0.5913513513513513,0.06567115537380763,0.15895556573522676,0.27199269082012856,0.7779563995786904,0.7699999999999999,0.2300000000000001,0.7280073091798714,Q1_Modelo,0.4526313757824503,48.395662711607876,Moderada
3546009,Santa Branca,0.0,1.6,6,25.6,67.8,4.3,0.67,0.13,0.0,0.2,0.6,13869.0,645.5,13.0,9474.5,15.1,84.9,0.83627638196,731.436781609195,761,3.88,354600,0.38,0.0,0.69,0.61,,,,,,,,,,,,,,,,,,,,,,,0.32,4.654264907347321,0.09373422741365636,68.31422597159131,0.35632183908045983,0.0,0.6702127659574467,0.7922077922077921,0.45468559931142466,0.0,0.48886004758814616,0.0844478521080733,0.7647058823529411,0.957,0.08012237699984676,0.37725522229217223,0.7405405405405405,0.05095954652036461,0.08886852954649566,0.29345620553580026,0.8380416932243969,0.32,0.6799999999999999,0.7065437944641997,Q2_Conservar,0.5286877440727589,66.97684623572037,Alta
3521002,Iperó,13.4,1.6,5,37.9,70.3,67.9,1.0,0.5,0.0,0.4,0.6,32379.5,2203.0,18.0,18778.5,17.0,83.0,0.885270951911,733.981818181818,757,3.04,352100,0.29,0.0,0.78,0.41,IPERO,1.0,1.0,6.0,7.0,0.0,3.08837381676678,3.08837381676678,8.23566351137808,994.456368998904,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.5,6.8036875183372185,0.05559072870180207,57.995027718155,0.25287356321839083,0.0,0.7659574468085106,0.5324675324675324,0.38782463562360847,0.1675,0.2171126793187047,0.037450132912654234,0.7647058823529411,0.32099999999999995,0.028598785409772506,0.26385096013507353,0.6075675675675676,0.045918952311377104,0.0696289509848832,0.24103849028794264,0.8871396867182526,0.5,0.5,0.7589615097120573,Q1_Modelo,0.4559707545529754,49.21149984906897,Moderada
3509007,Caieiras,18.2,2.2,77,34.9,64.1,18.5,0.67,0.5,0.25,0.6,0.4,90780.5,7143.0,130.0,51810.0,1.0,99.0,0.441771556934,736.137931034483,783,5.98,350900,0.94,0.42,0.79,0.43,,,,,,,,,,,,,,,,,,,,,,,0.484,7.8684298940851845,0.14320256002114992,57.071727959198284,1.0,0.42,0.7765957446808511,0.5584415584415584,0.6887593257806024,0.22749999999999998,0.07060987767196698,0.012113006091581632,0.6470588235294117,0.815,0.15708903708953162,0.37175217334210503,0.64,0.041648644341748864,0.13696747595052683,0.2728720400974252,0.44270410067500343,0.484,0.516,0.7271279599025748,Q1_Modelo,0.4584175279790272,49.80926630956907,Moderada
3503901,Arujá,6.2,1.9,71,41.6,70.1,52.0,0.33,0.25,0.0,0.6,0.4,80791.5,5639.5,94.0,43665.5,3.0,97.0,0.68920270074,755.5,788,4.12,350390,0.55,0.0,0.79,0.66,,,,,,,,,,,,,,,,,,,,,,,0.316,6.980313523081018,0.11634887333444731,54.04714604877988,0.5517241379310346,0.0,0.7765957446808511,0.8571428571428572,0.5463656849386858,0.0775,0.08676655341217825,0.014907244410817184,0.7058823529411764,0.48,0.1627572713081865,0.28820937373203603,0.5675675675675675,0.0033009310902184508,0.09436555199267065,0.2217446835501522,0.6906575514536093,0.316,0.6839999999999999,0.7782553164498478,Q2_Conservar,0.48619545873489667,56.59563858709825,Alta
3539103,Pirapora do Bom Jesus,8.1,1.2,6,40.8,77.1,13.6,0.0,0.25,0.0,0.4,0.2,17051.5,1399.0,23.0,7474.5,3.5,96.5,0.7170428225,743.529411764706,790,5.88,353910,0.75,0.0,0.94,0.47,,,,,,,,,,,,,,,,,,,,,,,0.17,8.204556783860657,0.13488549394481422,43.834853238718004,0.7816091954022989,0.0,0.9361702127659574,0.6103896103896104,0.5820422546394667,0.10124999999999999,0.4521596340497903,0.07810064903922442,0.8431372549019608,0.864,0.06516829877787142,0.39033124054381135,0.5762162162162163,0.027009383214665394,0.13467704993128723,0.24596754978738966,0.7185564414409624,0.17,0.83,0.7540324502126103,Q2_Conservar,0.553379497282326,73.00924047479059,Alta
