Unnamed: 0,Cod_ibge,Municipio,mort_infantil,IDESP_ensino_medio,n_familias_rua,forest_cover,n_pessoas_pobreza,esgoto_tratado,UAI_housing,UAI_env,UAI_food,UAI_mob,UAI_Crisk,population,population_preta,population_indigena,population_branca,pct_rural,pct_urbana,pol_deficit,mean_species_richness,max_species_richness,Vert_rich_risk,COD,flooding_exposure,flooding_risks,hydric_stress_exp,hydric_stress_risk,municipality,persist_malaria,persist_leptospirose,persist_diarrhea,persist_dengue,persist_chagas,incidence_malaria,incidence_leptospirose,incidence_diarrhea,incidence_dengue,incidence_chagas,copersistence,malaria_leptospirose,malaria_diarrhea,malaria_dengue,malaria_chagas,leptospirose_diarrhea,leptospirose_dengue,leptospirose_chagas,diarrhea_dengue,diarrhea_chagas,dengue_chagas,idx_clima,idx_biodiv,idx_vulnerabilidad,idx_gobernanza,idx_gobernanza_100,incidence_malaria_norm,incidence_dengue_norm,incidence_diarrhea_norm,incidence_leptospirose_norm,incidence_chagas_norm,idx_carga_enfermedad,tercil_clima,tercil_biodiv,tercil_vuln,grupo_clima_biodiv
510,3539608,Planalto,27.0,2.2,1,16.3,60.5,99.1,0.67,0.38,0.25,0.2,0.0,4426.0,212.5,3.0,2852.0,11.6,88.4,0.92542986147,605.923913043478,643,5.77,353960,0.54,0.0,0.3,0.51,PLANALTO,1.0,0.0,6.0,6.0,0.0,22.5937641211026,0.0,33.8906461816539,1999.54812471758,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,36.447167408282596,43.172742771851674,28.88953881232909,0.3,30.0,41.71861511538788,45.73400978538641,2.7612111226681075,0.0,0.0,18.042767204688477,Bajo,Media,Baja,Bajo Clima / Media Biodiv
513,3525102,Jardinópolis,9.8,1.6,56,12.2,72.7,0.0,0.0,0.38,0.25,0.6,0.2,41471.5,2790.0,21.5,25852.0,6.8,93.2,0.942521032838,611.0,673,9.21,352510,0.5,0.0,0.78,0.64,JARDINOPOLIS,2.0,0.0,10.0,7.0,0.0,2.41129450345418,0.0,18.3258382262518,1512.57059495247,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,52.28447878851401,41.625417169394666,51.67020437572914,0.286,28.599999999999998,4.452373087559086,34.52990076544134,1.3736422721186465,0.0,0.0,8.071183225023814,Medio,Media,Alta,Medio Clima / Media Biodiv
514,3504602,Bady Bassitt,9.0,1.9,38,10.8,62.9,51.6,0.0,0.38,1.0,0.4,0.2,20931.5,901.0,21.5,14306.0,4.3,95.7,0.950958793053,602.054054054054,648,7.09,350460,0.28,0.0,0.78,0.51,BADY BASSITT,1.0,0.0,8.0,6.0,0.0,4.77748847430906,0.0,17.3183957193703,1496.94638861684,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,41.74186048727502,40.03951863626321,36.04000522333278,0.39599999999999996,39.599999999999994,8.821469579375906,34.17042768827708,1.2838309589772556,0.0,0.0,8.855145645326049,Bajo,Baja,Alta,Bajo Clima / Baja Biodiv
518,3524501,Jaci,0.0,1.7,8,11.3,55.5,0.0,0.0,0.5,0.0,0.2,0.2,6635.0,290.5,4.5,4489.5,9.0,91.0,0.953196469617,606.260869565217,653,7.16,352450,0.43,0.0,0.7,0.63,JACI,1.0,0.0,9.0,6.0,0.0,30.1431801055011,0.0,58.61173909403,1941.72318512936,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,47.82064963649703,40.70611087961148,41.91859899719849,0.18,18.0,55.658354333295065,44.4036056340272,4.965042906204301,0.0,0.0,21.005400574705313,Medio,Baja,Alta,Medio Clima / Baja Biodiv
520,3517802,Guaraçaí,0.0,2.9,5,15.5,53.6,93.0,1.0,0.38,0.0,0.2,0.0,7938.0,335.5,1.0,4475.0,20.9,79.1,0.905855665662,555.888888888889,634,12.32,351780,0.48,0.0,0.26,0.37,GUARACAI,1.0,0.0,10.0,6.0,0.0,12.5976316452507,0.0,217.939027462837,1541.110271269,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,29.113745144559523,37.81787776690115,17.85021478937543,0.31599999999999995,31.599999999999994,23.261097316793485,35.18652581546897,19.16872489293504,0.0,0.0,15.523269605039497,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
523,3532702,Nipoã,45.5,2.8,0,13.0,69.8,97.9,0.0,0.5,0.0,0.4,0.2,4512.0,207.5,1.5,2648.0,8.9,91.1,0.936219571699,603.048780487805,642,6.07,353270,0.54,0.0,0.6,0.49,NIPOA,1.0,0.0,4.0,4.0,0.0,22.1631205673759,0.0,27.7039007092199,980.718085106383,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.77654016318727,41.23802433860612,35.12872627608157,0.22000000000000003,22.000000000000004,40.923446476220455,22.293333082901214,2.2096761902471855,0.0,0.0,13.085291149873772,Bajo,Media,Media,Bajo Clima / Media Biodiv
525,3502804,Araçatuba,12.5,2.5,384,6.8,63.0,99.6,1.0,0.5,0.75,0.8,0.4,190851.5,10934.5,117.0,117981.5,1.7,98.3,0.98149458275,511.939393939394,640,20.01,350280,0.53,0.0,0.78,0.75,ARACATUBA,2.0,0.0,10.0,9.0,0.0,0.523967587365046,0.0,24.9408571585762,735.592274039706,0.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,56.71797632545983,29.115650138556322,25.115033487595234,0.69,69.0,0.9674882853983685,16.65361432191809,1.9633568540517048,0.0,0.0,3.9168918922736324,Alto,Baja,Baja,Alto Clima / Baja Biodiv
530,3531001,Monções,0.0,1.2,0,11.9,44.8,99.9,0.0,0.75,0.25,0.2,0.0,2034.5,99.0,0.0,1482.0,9.5,90.5,0.952270324598,605.428571428571,639,5.25,353100,0.52,0.0,0.37,0.57,MONCOES,1.0,0.0,6.0,5.0,0.0,49.1521258294421,0.0,73.7281887441632,2211.8456623249,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,39.68220884031596,40.923690115743916,19.60819599984282,0.24,24.0,90.75772450268198,50.61843383091804,6.312641586864172,0.0,0.0,29.537759984092837,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
538,3551900,Severínia,6.5,1.5,2,8.0,65.9,59.9,0.0,0.25,0.5,0.4,0.2,15038.5,828.5,6.5,7800.5,4.7,95.3,0.942474647399,592.46511627907,651,8.99,355190,0.76,0.0,0.78,0.59,SEVERINIA,1.0,0.0,10.0,6.0,0.0,6.64959936163846,0.0,67.8259134887123,1102.72522747171,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,58.13236653295347,37.68994595155494,36.51429177845597,0.26999999999999996,26.999999999999996,12.278258503222165,25.10040577254346,5.786466556931337,0.0,0.0,8.633026166539393,Alto,Baja,Alta,Alto Clima / Baja Biodiv
542,3505906,Batatais,16.3,1.8,277,13.4,67.1,80.7,0.0,0.63,0.25,0.6,0.6,57439.0,3224.0,25.0,40111.0,2.9,97.1,0.917612654634,623.5,669,6.8,350590,0.5,0.0,0.78,0.63,BATATAIS,3.0,0.0,10.0,8.0,0.0,2.32130317960503,0.0,196.034053517645,1186.69370984871,0.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,51.95980346383868,43.46326632822636,34.198507253124475,0.41600000000000004,41.6,4.286207176325181,27.032306062162625,17.215944003794874,0.0,0.0,9.706891448456537,Medio,Media,Media,Medio Clima / Media Biodiv
543,3530300,Mirassol,8.3,2.9,90,10.3,64.8,100.0,1.0,0.5,0.0,0.8,0.2,58564.5,2801.5,44.0,41969.5,2.6,97.4,0.950265940898,606.534246575342,646,6.11,353030,0.43,0.0,0.78,0.69,MIRASSOL,1.0,1.0,10.0,7.0,0.0,1.70751906018151,1.70751906018151,88.278735411384,294.669003528466,0.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,51.89636115901707,40.23318283977364,23.041925660995496,0.5,50.0,3.152875726774866,6.509096165974617,7.609791244717454,3.894335276457164,0.0,4.23321968278482,Medio,Baja,Baja,Medio Clima / Baja Biodiv
547,3549805,São José do Rio Preto,9.7,2.3,1254,8.7,67.1,91.4,1.0,0.75,0.75,1.0,0.4,444325.5,21628.5,273.5,319071.0,0.8,99.2,0.949767890016,554.140740740741,648,14.48,354980,0.52,0.0,0.79,0.74,SAO JOSE DO RIO PRETO,10.0,3.0,10.0,9.0,0.0,0.472626486663493,0.300080308992694,30.2030831001147,2065.12767979531,0.0,10.0,3.0,10.0,9.0,0.0,3.0,3.0,0.0,9.0,0.0,0.0,56.37190212575392,34.244762269725285,28.766488335245572,0.78,78.0,0.8726886934274165,47.24282783069702,2.432472876681327,0.684392555451879,0.0,10.246476391251527,Medio,Baja,Baja,Medio Clima / Baja Biodiv
549,3511003,Castilho,5.0,1.7,17,17.3,55.1,86.7,0.33,0.38,0.75,0.4,0.2,18990.0,1073.5,17.0,9252.5,23.5,76.5,0.967346580611,538.589820359281,637,15.45,351100,0.42,0.0,0.39,0.25,CASTILHO,1.0,0.0,10.0,6.0,0.0,5.26592943654555,0.0,219.589257503949,2156.3981042654,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,26.950950125931783,37.004786772665376,25.671214782285034,0.41200000000000003,41.2,9.723359162754427,49.34272715572911,19.315839319778526,0.0,0.0,15.676385127652413,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
550,3504800,Bálsamo,0.0,2.1,4,9.9,69.0,100.0,0.0,0.25,0.5,0.2,0.2,8878.0,337.0,6.0,6789.0,7.3,92.7,0.947199762073,614.155555555556,640,4.04,350480,0.48,0.0,0.76,0.65,BALSAMO,2.0,1.0,8.0,6.0,0.0,16.8956972291057,11.2637981527371,32.3834196891192,1376.06067432605,0.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,51.50252657589415,40.787905312602,25.7594881111184,0.22999999999999998,23.0,31.19732887486603,31.389156194043586,2.6268451518346407,25.68932172764986,0.0,18.180530389678825,Medio,Baja,Baja,Medio Clima / Baja Biodiv
552,3531407,Monte Aprazível,18.4,1.7,16,10.6,67.7,95.5,0.0,0.5,0.0,0.4,0.2,22013.0,951.0,9.0,15898.5,6.8,93.2,0.967274518305,613.038461538462,645,4.96,353140,0.59,0.0,0.65,0.7,MONTE APRAZIVEL,1.0,0.0,9.0,6.0,0.0,4.54277018125653,0.0,16.1520717555788,1192.47717257984,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,53.36129082460704,41.027281801450336,32.310988713089266,0.22000000000000003,22.000000000000004,8.388070253972952,27.165368766274717,1.179855708756145,0.0,0.0,7.346658945800762,Medio,Media,Media,Medio Clima / Media Biodiv
559,3533908,Olímpia,9.7,2.4,76,15.1,64.4,93.1,0.67,0.88,0.5,0.8,0.4,52549.0,2697.0,22.0,35687.5,3.1,96.9,0.932463538153,598.634920634921,653,8.33,353390,0.46,0.0,0.78,0.55,OLIMPIA,2.0,1.0,10.0,7.0,0.0,2.85447867704428,1.90298578469619,105.04481531523,1251.89279121799,0.0,9.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,48.21297557907977,41.850928922118634,26.567821559086486,0.6499999999999999,64.99999999999999,5.270697553731939,28.53237037932739,9.10445088247583,4.34013584079765,0.0,9.449530931266562,Medio,Media,Baja,Medio Clima / Media Biodiv
561,3534005,Onda Verde,0.0,1.3,0,12.0,66.3,90.4,0.0,0.0,0.0,0.2,0.2,4327.5,313.5,10.5,2364.0,8.6,91.4,0.852705652701,595.693333333333,645,7.64,353400,0.44,0.0,0.39,0.62,ONDA VERDE,1.0,0.0,9.0,5.0,0.0,23.1080300404391,0.0,151.485974709545,4358.17446562681,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,39.538649782596956,40.00962961276659,29.733273606035596,0.08,8.0,42.66818960154985,99.99997699255441,13.244579456088495,0.0,0.0,31.18254921003855,Bajo,Baja,Media,Bajo Clima / Baja Biodiv
565,3532603,Nhandeara,0.0,2.4,0,13.1,59.9,96.8,0.33,0.25,0.25,0.2,0.2,10288.5,419.5,1.5,7897.0,16.8,83.2,0.952777016225,599.941605839416,637,5.82,353260,0.57,0.0,0.44,0.47,NHANDEARA,2.0,0.0,10.0,6.0,0.0,9.71958983330904,0.0,173.008699032901,1236.00784046913,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,39.733939330417684,40.980327256618,21.57441785531848,0.246,24.6,17.946891237858452,28.16689823926267,15.16328362099835,0.0,0.0,12.255414619623895,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
577,3516200,Franca,6.6,2.3,760,16.6,70.1,97.3,1.0,0.63,0.75,0.8,0.6,335588.0,22909.0,270.5,223617.5,1.5,98.5,0.894400709334,604.225130890052,664,9.0,351620,0.67,0.0,0.78,0.64,FRANCA,3.0,2.0,10.0,10.0,0.0,0.496640722155341,0.297984433293205,4.11218517944623,448.257983002968,0.0,10.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,57.16953625977838,43.15451588707914,27.852715964160392,0.756,75.6,0.9170301604979244,10.042786254559308,0.10652594940039783,0.6796124959714761,0.0,2.3491909720858213,Alto,Media,Baja,Alto Clima / Media Biodiv
580,3502606,Aparecida d'Oeste,0.0,3.4,1,11.0,55.4,96.9,0.0,0.38,0.25,0.0,0.2,4268.0,137.0,1.5,2958.0,20.9,79.1,0.978291869859,539.490566037736,632,14.64,350260,0.46,0.0,0.44,0.36,APARECIDA D'OESTE,1.0,0.0,10.0,6.0,0.0,23.4301780693533,0.0,1124.64854732896,1757.2633552015,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,33.00159121875923,33.943985755097124,15.829568283035206,0.166,16.6,43.26302495330515,40.15965613329946,99.99991085217019,0.0,0.0,36.684518387754956,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
589,3557105,Votuporanga,10.3,2.0,77,13.2,60.6,80.0,0.67,0.88,0.25,0.8,0.6,90663.0,3667.5,44.0,64729.0,2.9,97.1,0.938278066103,593.075757575758,633,6.31,355710,0.55,0.0,0.78,0.61,VOTUPORANGA,1.0,4.0,10.0,8.0,0.0,2.20597156502653,1.6544786737699,26.2510616238157,1646.20628040105,0.0,9.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,8.0,0.0,0.0,52.74723442368344,40.35041649679119,29.38372918747907,0.64,64.0,4.073251282236565,37.60451652737018,2.080158738728102,3.7733661741516857,0.0,9.506258544497305,Medio,Baja,Baja,Medio Clima / Baja Biodiv
593,3533007,Nova Granada,4.2,1.7,37,12.7,62.1,99.1,0.0,0.38,0.25,0.2,0.0,19299.5,1080.5,11.5,11928.5,8.0,92.0,0.918149741999,594.840490797546,645,7.78,353300,0.66,0.0,0.61,0.58,NOVA GRANADA,2.0,1.0,10.0,6.0,0.0,5.18148138552812,5.18148138552812,375.657400450789,512.103076936363,0.0,8.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,50.41285139414266,40.2751743795234,25.80335139666128,0.166,16.6,9.567428715806447,11.511698779462508,33.22897556512331,11.817394144826313,0.0,13.225099441043715,Medio,Baja,Baja,Medio Clima / Baja Biodiv
595,3505500,Barretos,12.2,1.9,335,13.7,67.3,80.0,1.0,0.63,0.5,0.8,0.2,117293.0,9856.0,60.0,74023.5,3.0,97.0,0.945916855598,596.853955375254,659,9.43,350550,0.48,0.0,0.78,0.71,BARRETOS,2.0,3.0,10.0,9.0,0.0,0.852565796765365,0.852565796765365,18.2449080507788,766.740839890985,0.0,10.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,9.0,0.0,0.0,53.98249341756312,40.97456361423167,33.02043434762159,0.626,62.6,1.57423367550243,17.370263255968503,1.366427522609523,1.9444450930411485,0.0,4.451073909424322,Medio,Baja,Media,Medio Clima / Baja Biodiv
597,3520442,Ilha Solteira,18.6,1.8,25,6.1,56.4,98.5,0.67,0.75,0.5,0.8,0.4,25306.5,1359.5,35.5,13826.0,11.3,88.7,0.973546660509,480.833333333333,643,25.22,352044,0.48,0.0,0.62,0.42,ILHA SOLTEIRA,1.0,0.0,10.0,7.0,0.0,3.95155394859028,0.0,146.602651492699,1182.64364604238,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,40.311589853042534,25.68528126209389,26.842710160480813,0.6239999999999999,62.39999999999999,7.296409637867997,26.939124439499786,12.809241789072262,0.0,0.0,9.408955173288009,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
600,3512902,Cosmorama,21.1,2.6,4,12.2,62.5,43.0,0.0,0.38,0.5,0.0,0.2,7966.5,337.5,8.5,5627.0,22.0,78.0,0.941187899121,603.352941176471,645,6.46,351290,0.35,0.0,0.4,0.42,COSMORAMA,1.0,0.0,5.0,5.0,0.0,25.1051277223373,0.0,27.615640494571,610.054603652796,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,30.724893839347253,40.8681447428153,37.86849337655122,0.21600000000000003,21.6,46.355762380143524,13.765313200912976,2.201807983653148,0.0,0.0,12.46457671294193,Bajo,Baja,Alta,Bajo Clima / Baja Biodiv
604,3536257,Parisi,0.0,2.8,1,10.4,55.2,80.0,0.0,0.38,0.0,0.0,0.2,2462.0,95.0,2.0,1668.0,13.6,86.4,0.970905271958,574.25,631,8.99,353625,0.34,0.0,0.59,0.38,PARISI,3.0,0.0,5.0,5.0,0.0,54.1565123206065,0.0,121.852152721365,2355.80828594639,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,34.19202770816858,37.08614064242948,21.482349138864514,0.11600000000000002,11.600000000000001,99.998153534095,53.930646060978226,10.60278853702643,0.0,0.0,32.906317626419934,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
613,3524808,Jales,2.0,2.5,56,11.4,60.0,100.0,0.67,0.88,0.75,0.6,0.2,47894.0,1450.0,21.5,34878.0,5.6,94.4,0.970910761689,577.736842105263,632,8.59,352480,0.54,0.0,0.78,0.6,JALES,2.0,0.0,9.0,7.0,0.0,3.13191631519606,0.0,46.8627478273781,2573.54037785825,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,52.13520277716903,37.931435407787774,21.10061225030181,0.62,62.0,5.782976693344888,58.94010531898106,3.9176458323890926,0.0,0.0,13.72814556894301,Medio,Baja,Baja,Medio Clima / Baja Biodiv
614,3546603,Santa Fé do Sul,2.5,2.0,28,8.7,57.7,69.7,1.0,0.5,0.75,0.8,0.4,32016.5,994.0,31.5,22208.0,3.1,96.9,0.849681883463,563.044776119403,637,11.61,354660,0.41,0.0,0.78,0.45,SANTA FE DO SUL,4.0,0.0,10.0,8.0,0.0,3.12338950228788,0.0,51.2235878375213,1042.04082270079,0.0,9.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,43.52944072313112,35.126510486020045,28.31541732794866,0.69,69.0,5.767232224031559,23.70421263157489,4.306405255418427,0.0,0.0,6.755570022204975,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
616,3517406,Guaíra,6.9,1.7,28,10.1,74.4,100.0,1.0,0.63,0.5,0.8,0.2,38341.5,2566.0,15.0,22599.5,3.2,96.8,0.956654081878,584.312020460358,654,10.66,351740,0.6,0.0,0.57,0.52,GUAIRA,1.0,0.0,10.0,6.0,0.0,5.21628000991093,0.0,166.138518315663,2825.48500536842,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,45.6768317278222,37.93256172746958,31.225274689731048,0.626,62.6,9.63168318927045,64.73670762828054,14.550821919691174,0.0,0.0,17.783842547448433,Bajo,Baja,Media,Bajo Clima / Baja Biodiv
621,3515509,Fernandópolis,3.9,2.1,34,12.1,62.4,98.7,0.67,0.88,0.25,0.8,0.8,67941.0,2473.0,51.0,48984.5,3.2,96.8,0.968943877207,574.779069767442,632,9.05,351550,0.46,0.0,0.78,0.65,FERNANDOPOLIS,1.0,3.0,10.0,6.0,0.0,1.47186529488821,1.47186529488821,28.9957463092978,1740.97133297027,0.0,7.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,51.45972882583301,37.988533327756784,24.3589856178531,0.68,68.0,2.7177490837742506,39.7848183182526,2.324841421936751,3.3568802092709147,0.0,9.636857806646903,Medio,Baja,Baja,Medio Clima / Baja Biodiv
625,3555802,Urânia,11.9,2.2,0,10.4,52.7,100.0,0.0,0.0,0.25,0.2,0.0,8834.5,175.0,6.5,6097.0,12.5,87.5,0.968053251015,579.142857142857,637,9.08,355580,0.45,0.0,0.64,0.56,URANIA,4.0,0.0,10.0,6.0,0.0,16.9788895806214,0.0,66.7836323504443,3014.69617220367,0.0,9.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,44.52689032659686,37.57067017031501,21.807960037722502,0.09,9.0,31.35094071549713,69.08997325438796,5.693549455408476,0.0,0.0,21.22689268505871,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
629,3537008,Pedregulho,20.2,1.9,6,27.9,73.2,94.5,0.67,0.38,0.0,0.4,0.4,15612.5,1100.0,8.5,9140.0,20.4,79.6,0.890805274087,609.127192982456,655,7.0,353700,0.45,0.0,0.43,0.54,PEDREGULHO,1.0,0.0,10.0,6.0,0.0,6.40512409927942,0.0,38.4307445956765,195.356285028022,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,38.29243329426748,49.28995696208898,34.377821109268666,0.37,37.0,11.826843266658543,4.224164198615058,3.1659510433775266,0.0,0.0,3.843391701730225,Bajo,Media,Media,Bajo Clima / Media Biodiv
634,3520103,Igarapava,3.5,1.2,0,17.8,72.8,94.2,0.33,0.63,0.5,0.2,0.0,27082.0,1966.0,7.5,14842.5,2.8,97.2,0.893613051084,608.524475524476,649,6.24,352010,0.6,0.0,0.72,0.53,IGARAPAVA,1.0,0.0,10.0,6.0,0.0,3.69248947640499,0.0,118.5289121926,592.029146050267,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,49.99086875462518,44.18027109821908,32.84564088962237,0.33199999999999996,33.199999999999996,6.818055922779206,13.35059346587603,10.306528855968342,0.0,0.0,6.095035648924716,Medio,Media,Media,Medio Clima / Media Biodiv
638,3510708,Cardoso,0.0,3.0,1,12.4,59.5,100.0,0.0,0.5,0.0,0.4,0.2,11575.0,626.5,7.5,6429.5,7.9,92.1,0.954255314215,585.0,639,8.45,351070,0.37,0.0,0.35,0.46,CARDOSO,1.0,0.0,10.0,4.0,0.0,8.63930885529158,0.0,553.77969762419,1276.45788336933,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,31.268520547684155,39.15069091902473,18.42148230716189,0.22000000000000003,22.000000000000004,15.952189244121525,29.097550400428908,49.108191797941934,0.0,0.0,18.831586288498475,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
