cod_ibge,inc_hosp_circ_media,inc_hosp_resp_media,inc_hosp_calor_media,inc_hosp_circ_max,inc_hosp_resp_max,inc_hosp_calor_max,inc_obit_circ_media,inc_obit_resp_media,inc_obit_calor_media,inc_obit_circ_max,inc_obit_resp_max,inc_obit_calor_max,total_hosp_circ,total_hosp_resp,total_hosp_calor,total_obit_circ,total_obit_resp,total_obit_calor
350730,742.9992062409824,886.1942441116273,0,1036.6991499066971,1287.9484820607177,0,150.9847873076037,135.06121491021239,0,237.52969121140143,280.71690779529257,0,340,401,0,69,62,0
350740,1180.070522784767,1078.0366098822426,0,1462.547840349918,1298.523783488245,0,244.42041995159332,98.23846989420724,0,310.5991976187395,129.41633234114144,0,1810,1653,0,374,151,0
350745,814.8340487338502,1452.7550496716453,0,1182.7546737886303,2531.1370028123747,0,208.6647881957052,51.70310014799235,0,343.38038916444106,116.41443538998836,0,204,358,0,52,13,0
350750,895.7611980370568,820.0145768320119,0,997.1065780027412,898.9572096368213,0,206.50963533740125,95.06690447536614,0,229.01761404273265,118.07761358928325,0,12318,11290,0,2840,1315,0
350760,648.703939713036,534.2964294029139,0,751.7727132591837,658.6197012643714,0,236.51991460367717,123.93285121472275,0,261.4361469163337,148.36703912334164,0,10295,8461,0,3740,1968,0
350770,582.1179470047781,704.874648644113,0,836.7700675392983,962.962962962963,0,155.2404083391858,82.30958448333324,0,219.15406530791148,138.06706114398423,0,310,377,0,83,44,0
350775,981.6992994262107,725.647005535216,0,1792.1146953405016,1047.1204188481677,0,157.27039919239454,112.22595529594317,0,308.40400925212026,391.18065433854906,0,269,199,0,43,31,0
350780,826.223285243369,591.584746428742,0,973.8123437294381,714.5525873342051,0,189.74974173426992,95.96595853676925,0,234.94725203851291,132.32286779742572,0,1907,1361,0,439,221,0
350790,601.9800908182589,977.9055284695592,0,758.882373232149,1229.3570462648036,0,191.06040875841347,90.4993919865635,0,222.85896211397642,128.10111447969598,0,1397,2265,0,441,209,0
350800,442.07297704299026,502.5578983245232,0,586.1842437717925,701.2116524877546,0,214.06329468817833,91.10916176735365,0,262.77224720804486,141.86553174241274,0,857,973,0,415,177,0
350810,1018.3727512688151,1322.9260501420235,0,1146.8564370993354,1603.4462127557736,0,225.20011273406038,113.50430665129817,0,262.4825011665889,176.43945186143623,0,1668,2164,0,369,188,0
350820,755.0448648201904,586.2652617025134,0,1311.1769173488497,781.0756527560812,0,177.35310608112752,105.11643309051827,0,272.2323049001815,207.13463751438434,0,323,251,0,76,45,0
350830,1136.3306041638577,2117.783503595325,0,1450.6101772967993,2911.96388261851,0,159.13763562929998,73.35800111441719,0,347.0615455807497,182.23234624145786,0,494,922,0,69,32,0
350840,372.20241368509085,363.98163192469997,0,523.4922526732167,524.8539803128701,0,174.7459624833141,64.44668632771187,0,218.1976871045167,91.643028583897,0,1710,1682,0,803,298,0
350850,538.4806943139124,455.1108926670347,0,755.0073604853459,514.7930369302995,0,135.01917882272633,73.88001282787322,0,162.3483468989272,93.35582359992786,0,4839,4086,0,1214,666,0
350860,621.5629521108978,504.33509027735977,0,1157.9190446343152,696.0709926434204,0,175.65665006388738,77.10221364641737,0,248.49800257934638,115.45902764775636,0,1958,1600,0,558,247,0
350870,1050.3378971424424,1010.6450312797823,0,1308.8042049934297,1358.417335992669,0,226.3562384350689,78.52336996826466,0,273.9004477218857,105.39629005059021,0,1980,1901,0,426,148,0
350880,944.716058223205,1392.0346805378824,0,1266.4133839898689,1993.5406858022336,0,191.6202582740691,133.2139431073349,0,239.0914524805738,171.43836790673754,0,1628,2396,0,331,230,0
350890,977.7981279450263,1207.1544829096142,0,1284.4909609895337,1637.1971185330713,0,189.48398721912943,97.94432195690263,0,285.6462746965008,213.72595582996914,0,407,501,0,79,41,0
350900,329.20806849689626,265.9877936887733,0,437.0413127731509,362.79054339804134,0,181.1730495596958,69.29670726665596,0,209.4883405984172,80.4292273703715,0,3138,2512,0,1708,653,0
350910,924.1931575307361,1173.5986287956027,0,1567.0910871694418,1820.3583335806645,0,151.14603158563978,81.90446744882601,0,254.6523016650343,127.50455373406193,0,499,637,0,82,45,0
350920,312.23378747763485,343.5496683791508,0,384.72725349691956,434.9665512044211,0,172.94920102897868,60.931913501293,0,193.57983427337928,87.82161234991423,0,2225,2423,0,1225,434,0
350925,469.1822828636696,581.3475850008086,0,581.6457577506081,925.7028803468804,0,170.17276554765226,73.1921671259825,0,231.18147745980593,118.86033910155567,0,1343,1664,0,487,210,0
350930,913.0302862648945,2043.367246368284,0,1134.8464619492659,3375.9298111768076,0,237.62723141999496,102.53485880604312,0,317.5214086404311,153.9497738862696,0,934,2091,0,243,105,0
350940,1513.3677838031952,1494.9229565791034,0,2001.2607514198453,2248.5257307708625,0,172.55450967314792,107.21735206034073,0,206.58740986162542,165.45755377370497,0,3745,3683,0,430,266,0
350945,693.3739046985049,1598.6877450450904,0,951.4271407110666,2210.4180945853323,0,229.12941608084526,101.44678626867812,0,285.96961572832885,216.643648279037,0,403,928,0,133,59,0
350950,530.7428456153502,501.4776408660459,0.009102245523970763,573.8172954822435,571.944973704963,0.09102245523970763,180.0335563105868,91.33750761352087,0,188.3606724841434,98.58894006342707,0,61052,57645,1,20687,10469,0
350960,520.7108504469429,599.2113086339277,0,598.6616695733917,759.4592254505424,0,207.60034183324896,75.4478987912845,0,232.5780666642185,93.03122666568738,0,4159,4770,0,1656,603,0
350970,563.8253673503324,686.6895778293857,0,704.5768699124559,1009.1342252554045,0,205.76540798688094,90.09861388964933,0,235.39109284308094,112.04914707416494,0,2834,3431,0,1032,453,0
350980,954.5521933341838,862.2250887462478,0,1185.5241264559068,1129.363449691992,0,249.21127290413528,151.5638314014884,0,332.77870216306155,287.47433264887064,0,455,411,0,119,73,0
350990,553.8014533099195,402.9039364494012,0,777.5309425579181,515.7170923379175,0,202.04029468812533,100.87935896470727,0,247.22864662253767,135.57699976074647,0,691,502,0,252,126,0
350995,715.2255720227103,786.1757218842127,0,1025.1256281407036,1246.2311557788946,0,163.30826723653146,81.18919272238975,0,313.2832080200501,162.80016280016278,0,343,379,0,78,39,0
351000,841.6155723591348,1025.4244753774904,0,986.799948737665,1272.2865283755332,0,192.4061157020943,133.03746940456972,0,242.96675191815856,151.64714612977124,0,2588,3150,0,592,409,0
351010,773.7871430491107,781.3273262067667,0,1076.4262648008612,1145.7214464733263,0,298.4815062403514,101.17921374475664,0,430.72505384063174,250.62656641604008,0,212,215,0,82,28,0
351015,728.3704047709596,345.3267498663233,0,999.1119005328596,614.5274284075546,0,172.1302429563274,68.62375821643303,0,338.3084577114428,112.66336187471835,0,348,164,0,83,33,0
351020,575.2182580336805,1068.9674436484322,0,630.5468417485064,1247.9572909605856,0,237.26967035422837,97.25265782341954,0,279.9041540321042,112.38575881592061,0,2700,5018,0,1115,457,0
351030,397.30058298395915,268.4281720382467,0,497.8954932758444,382.3446724768063,0,129.91131296837696,81.91778275464236,0,166.3985800654501,99.9750062484379,0,762,512,0,248,157,0
351040,592.3130181984297,572.0918867283175,0,688.821752265861,859.5379305040963,0,164.6341724396724,90.73436800441026,0,191.2369079829688,121.55143835868724,0,3096,2971,0,859,475,0
351050,785.0970483947434,655.5667279679011,0.08228285554421881,985.2433211094195,753.0017654575071,0.8228285554421881,132.2434850567652,88.45192139362113,0,180.19945364183917,115.36050156739813,0,8761,7319,1,1482,995,0
351060,652.5077827361987,574.37987424995,0.024942196459704635,809.5612012714149,649.2888899982268,0.24942196459704635,167.7822025333482,58.994536967592424,0,187.4007491012541,71.33468187475525,0,25308,22222,1,6508,2290,0
351070,1363.4545166055198,1593.4853623961053,0,1939.7083943230632,2599.5258726395814,0,239.50239035919026,97.94100334793725,0,363.75941121732507,154.43387791595546,0,1650,1932,0,290,119,0
351080,990.3210211096202,721.8296801417897,0,1343.981986419449,831.5928521395925,0,282.6372286214298,125.23825414594077,0,324.6644576095324,159.93602558976409,0,2908,2126,0,833,371,0
351090,1398.6688377722576,965.945367580693,0,2085.070892410342,1414.3730886850153,0,200.48776328397366,127.11055888862704,0,396.35354736424887,227.27272727272725,0,364,251,0,52,33,0
351100,539.4943588213241,1020.6775602449113,0,731.0743137039881,1396.5341488277268,0,177.2834782828962,98.1564750674615,0,265.21361751374286,168.98608349900596,0,1052,1992,0,349,194,0
351110,980.4589640527954,510.8504177093975,0,1169.1066421296846,722.6718649140047,0,194.39357350656223,105.23291637076653,0,222.77184491800392,129.72882490793438,0,11530,5993,0,2290,1241,0
351120,731.5205930154782,407.3164718131355,0,1004.0440663784688,568.339340171888,0,232.44696437329793,93.18375133997955,0,348.62641193696834,132.39772275916854,0,546,305,0,174,70,0
351130,968.2842106628889,461.2381674268839,0,1285.9767299448868,563.6978579481398,0,256.3494631120425,141.92348837483837,0,345.5579088173002,220.45315370483772,0,838,401,0,222,122,0
351140,1101.1970358983358,1584.2558843230042,0,1364.4296366809456,2490.8773599873075,0,171.58944960823962,81.9561078416474,0,282.23075186272297,161.82866390209367,0,2073,2985,0,320,156,0
351150,550.0314469169612,565.729874694075,0,654.332129963899,1037.3084445324685,0,136.20983837838037,71.69810089860742,0,148.42053963049932,99.68543706526073,0,2434,2448,0,605,317,0
351160,617.2303915223318,857.1912723393025,0,809.8817223096196,1231.8305001231831,0,212.8304380710891,59.97201934835473,0,289.20498140825117,115.71523032841084,0,1043,1433,0,362,102,0
351170,783.633204791732,861.3281786252728,0,1047.0114780289944,1186.1712314379113,0,163.4437013186597,70.9987674541827,0,180.33740546829551,98.405825624877,0,1262,1387,0,265,115,0
351190,658.0408272252953,951.7598120476622,0,903.6563325455304,1369.2162417374882,0,146.63339206651798,88.14388053334481,0,233.87493845396355,139.25960311013114,0,517,755,0,115,70,0
351200,674.2709461279932,917.8673614967448,0,902.271986085444,1107.5404567887067,0,227.84379056300295,113.8233681912309,0,268.56673061112633,143.03696075065795,0,1215,1650,0,411,205,0
351210,857.6879144659443,834.2561074434464,0,1229.366017628772,1313.5691695211535,0,198.09373059243796,107.23380100239316,0,305.9088713572694,177.1051360489454,0,526,510,0,122,66,0
351220,864.2486034242122,1097.3262861532921,0,1045.2202946940554,1585.0540806293018,0,155.0897143466215,74.47865058856254,0,185.0910938520723,102.26155358898721,0,2309,2913,0,416,200,0
351230,1185.132804113987,1337.2943078666647,0,1969.46742803869,2126.7917492133784,0,286.00923046569744,108.432755425578,0,390.39738958163383,198.4351967343236,0,2013,2269,0,490,187,0
351240,342.92857702580545,319.01109667075684,0,410.63228541151534,404.6075719417035,0,153.24659536953652,94.39040578801888,0,223.8099337178273,155.50792249821376,0,786,731,0,351,217,0
351250,638.1103637404279,653.7738108010062,0,876.538604998135,866.6100254885301,0,168.37410547038135,77.01461124919446,0,208.58682426560054,181.5780785737867,0,361,370,0,96,44,0
351260,918.1079759286367,845.7917349548784,0,1217.6885280922882,1409.9551377910702,0,147.64243251506164,83.8416078757728,0,274.95769881556686,141.24293785310735,0,447,411,0,72,41,0
351270,457.91386069061673,253.16584055259347,0,666.0088801184015,468.557336621455,0,175.58101282896857,79.95044822257236,0,282.9945973758683,124.44001991040318,0,183,101,0,70,32,0
351280,409.5773811271291,355.2680651351988,0,508.92911562138113,495.21545681721216,0,133.38716848475016,57.06225622826619,0,169.01884560128454,70.62978222483814,0,2666,2299,0,878,376,0
351290,1077.9382929535382,551.8064601157464,0,1313.8086766114684,778.7512167987762,0,284.829596960582,111.97658356190249,0,433.95714673176025,230.53973420124763,0,788,403,0,208,82,0
351300,604.8883749719844,424.1599973914573,0,760.8918178539049,539.1647968922675,0,192.74270247914143,71.98231289663914,0,212.24154457072436,81.4022636653441,0,13523,9507,0,4361,1625,0
351310,899.0349047753979,696.1938513313563,0,1087.65757842275,881.2238250349001,0,178.8277361539016,106.66458129896199,0,206.49139134481155,139.59981386691484,0,3024,2344,0,602,359,0
351320,569.5892140739884,458.9028743748251,0,726.3922518159807,671.9962924342486,0,159.14035233549959,83.37754018738563,0,250.3511504294181,130.44612575006522,0,466,376,0,129,68,0
351330,803.4078838692552,467.67412602784447,0,1428.5714285714284,1000,0,186.35167124661365,78.13172984279143,0,359.30671768822054,144.7178002894356,0,175,102,0,41,17,0
351340,678.8085848761235,562.2847245947867,0,848.5099337748344,840.7491721854306,0,178.99264983841638,87.09783852970696,0,206.44711968958313,106.0654645914013,0,5426,4485,0,1432,699,0
351350,369.4356892533573,355.0075856630643,0,579.7601179127283,517.904953145917,0,183.61264667973737,56.70093684588098,0,196.26701697592407,67.04685573366214,0,4592,4408,0,2303,711,0
351360,1502.5167258527972,973.5132287088985,0,2022.7072080284775,1150.9722931266535,0,248.93481824260093,83.7506965246337,0,291.1409954249272,129.94848470784797,0,3280,2128,0,544,183,0
351370,845.6005151938136,727.991956797125,0,1236.7281570674415,927.8042959427208,0,241.84690978907076,105.45515321110368,0,274.4739249771272,131.26491646778044,0,2763,2371,0,788,344,0
351380,628.92484451709,775.570841704939,0,718.2402132167429,938.6773108670499,0,174.926397230375,65.76362342689882,0,190.96894002665908,75.54628516584548,0,25582,31496,0,7123,2684,0
351385,1949.952897168122,1063.7513423386702,0,2825.1912889935256,1477.2727272727273,0,251.46827316608653,91.08946047322979,0,397.7272727272727,169.3002257336343,0,340,186,0,44,16,0
351390,1389.8423758117744,2036.5959385289768,0,1758.9752841421614,2292.8006060968555,0,306.2198119566423,179.83510424961838,0,394.76045218015435,243.64775495997213,0,1570,2300,0,346,203,0
351400,760.885475946145,688.8795819998498,0,876.6870457953628,886.2813631257021,0,145.31980633878186,87.96969172641094,0,201.7428056624162,137.2369624885636,0,645,581,0,123,75,0
351410,845.0175711478357,1845.6788080720205,0,1203.224642040669,2450.199203187251,0,201.177475409466,106.15654944371612,0,252.67717482854047,135.76196402307951,0,2192,4802,0,524,280,0
351420,1657.8548768862781,982.1412249094321,0,2247.191011235955,1625.2390057361379,0,330.8420281430736,112.9271289235356,0,567.3758865248227,232.77467411545626,0,351,208,0,70,24,0
351430,661.8629809424286,388.30271003006203,0,897.9683466157818,641.6028815848716,0,248.8831808261275,108.72967866843598,0,325.5135256482209,157.35641227380015,0,582,340,0,219,96,0
351440,943.4559073036522,1011.1019672550821,0,1120.3128594432942,1208.4858642438144,0,208.27523948110246,109.09860976846424,0,228.07017543859646,138.90966597568013,0,4263,4569,0,943,494,0
351450,1548.434382655676,2499.4595759152917,0,2394.386896593861,3368.6546683113625,0,243.22250773006675,135.0904042698292,0,330.2602615991532,289.27280032141425,0,1919,3101,0,302,168,0
351460,517.4464634847586,396.34472676033647,0,665.3992395437263,658.443439708529,0,132.25651324305178,89.64434005681487,0,181.0719459198455,152.0064856100527,0,470,357,0,120,82,0
351470,672.5057398639437,550.5831133636508,0,1130.7767944936086,999.6722386102916,0,244.56757521125672,126.55335906993028,0,409.7017371353655,180.2687643395608,0,420,344,0,153,79,0
351480,432.9364456204267,325.5606200489086,0,596.0093288416689,729.3644895824732,0,186.69154247057796,62.90804447746076,0,238.80211694849618,108.99182561307903,0,656,489,0,283,95,0
351490,498.2056880154865,383.5789904147958,0,603.0150753768844,527.6381909547738,0,144.4914660814616,88.05827471576976,0,204.4989775051125,107.86254504847471,0,840,643,0,243,148,0
351492,1118.8293169237338,524.3105223018085,0,1581.2776723592663,862.5150940141452,0,185.67612902798572,118.74950821600811,0,287.5050313380484,238.16612086930635,0,378,177,0,63,40,0
351495,947.5781320122297,522.8803092542355,0,1468.189233278956,993.7888198757764,0,199.61873298476365,93.36927374209205,0,407.8303425774877,285.48123980424145,0,233,128,0,49,23,0
351500,613.8186635018034,588.8253529045087,0,684.8923915349095,637.1738208655327,0,187.68503570333036,56.58740671238432,0,207.2241045498548,67.12273704667763,0,15809,15206,0,4861,1459,0
351510,785.5376781065444,539.802248964745,0,1248.9833856163589,692.7500871383758,0,249.79157089271553,76.55214296392803,0,302.65907616920083,96.67496704262487,0,5237,3589,0,1664,509,0
351512,1394.8050032843898,901.3573512701508,0,2123.6727045596504,1266.7933460012669,0,196.86661358613972,60.23568330459947,0,317.56113051762463,156.1524047470331,0,437,282,0,62,19,0
351515,459.2029882859084,419.2315768599638,0,571.8793137448234,490.27708918636034,0,99.4809131585827,41.27297182067352,0,138.03983435219877,54.229934924078094,0,842,765,0,183,75,0
351518,1332.9786629212829,880.5590023663435,0,1781.3857450195123,978.4399436207036,0,307.3617453287117,97.6524700545047,0,364.3688045987417,128.19599743608003,0,5761,3817,0,1333,423,0
351519,751.6114615551401,686.7816502545436,0,989.3713251922208,1129.9435028248588,0,162.48660691209426,54.01475368203935,0,240.4897245299519,128.53470437017995,0,342,315,0,74,25,0
351520,789.1184163797664,1400.8069049006906,0,889.7014015843998,2790.9811090798294,0,188.98001014955574,115.65544665613088,0,261.34473746733187,201.94820622475646,0,660,1165,0,158,97,0
351530,715.3794650587988,430.85375773526135,0,977.076287110109,683.2701308462301,0,172.31020433763103,51.30669913670208,0,227.7567102820767,75.9189034273589,0,195,117,0,47,14,0
351535,1318.8849773880836,988.7711802824333,0,1634.9930990551015,1307.668166126164,0,208.67505994029466,92.14369077327511,0,281.25,138.01889797218388,0,1258,944,0,199,88,0
351540,1195.2438214877006,1157.489025167386,0,1647.1175442974793,1363.0111291734402,0,220.67579645490795,95.35537137651427,0,282.57456828885404,181.31799424784293,0,1885,1826,0,348,151,0
351550,1010.1486813354741,686.1870985028154,0,1124.2703793257458,903.8343578085766,0,205.80867535941908,117.82585160603563,0,257.5380519706002,137.45008391689333,0,6791,4600,0,1388,794,0
351560,783.4854234800271,545.3911437396431,0,1148.2562908041075,795.4348953830192,0,282.9645863519708,129.79417354372717,0,347.9471120389701,207.54064337599448,0,445,310,0,161,74,0
351565,856.0946123994881,739.4520549956576,0,1215.0668286755772,1093.5601458080196,0,223.6507484604197,90.03959267237657,0,546.7800729040098,241.25452352231602,0,141,122,0,37,15,0
351570,573.2151861960045,478.5947728034407,0,621.8976733526742,605.5967699449382,0,117.27776892446687,53.241515858889656,0,131.25478533071518,67.42984208033931,0,10439,8649,0,2134,972,0
351580,995.679405462325,1474.696601063806,0,1707.650273224044,2340.93637454982,0,324.9177997956849,207.2847285806331,0,528.5412262156448,546.448087431694,0,160,239,0,53,33,0
351590,1012.0631999092753,1643.9094253015544,0,1328.462304882099,2225.174360677516,0,287.9381485438988,157.58007421605276,0,437.7104377104377,298.90401859847225,0,302,491,0,86,47,0
351600,1369.8725713787403,2239.364088809965,0,1933.4463102757663,3158.997150677939,0,161.31741622174368,95.57139229612699,0,216.54395842355999,146.35649360653213,0,1876,3072,0,222,131,0
351610,770.2422153653296,545.6462039784706,0,1259.7258243793997,852.1674694331233,0,273.3798635728843,68.16943144970347,0,464.45158985351907,212.69053527118044,0,213,151,0,76,19,0
351620,492.8107114617768,423.43234329856654,0,559.5601851185214,486.6992860783845,0,199.48116378900457,87.86463042286954,0,229.89794774027138,108.72427354347697,0,16667,14334,0,6729,2974,0
351630,497.99711326116227,625.3402463258224,0,542.5037929290608,689.3859045931865,0,180.9712033372391,54.48830942617025,0,197.12607830907015,71.20076261312683,0,8280,10381,0,3001,908,0
351640,421.04936159519843,319.3777210224439,0,566.7776544580097,561.05365421968,0,210.2168546839532,70.77391441968109,0,226.88791059939044,83.9823907890281,0,6035,4490,0,3022,1018,0
351650,621.0846045916492,762.2514755882503,0,813.0081300813009,1332.8530259365994,0,192.73404418194704,115.77042436036865,0,332.59423503325945,216.13832853025937,0,171,210,0,53,32,0
351660,931.2286493382998,793.0335785706812,0,1365.7274295572167,964.445084209011,0,272.2920464748943,105.9152323107535,0,442.7390791027155,181.40589569161,0,638,543,0,186,72,0
351670,647.5182857987369,950.999319209043,0,969.9893722903557,1424.5254549578174,0,271.29531272562133,115.66964428102163,0,325.2433717643892,162.27180527383368,0,2840,4169,0,1195,510,0
351680,731.2534115066373,1264.0913674115034,0,929.1023441966837,1784.9174475680502,0,154.175493646642,91.08549848155492,0,237.3759171342253,145.59068219633943,0,329,570,0,70,41,0
351685,529.2640277377042,465.214361446576,0,918.7721862601795,692.9861402771945,0,165.12953788226173,74.06296872783557,0,292.33660471914806,157.58667266996846,0,247,216,0,77,34,0
351690,3004.8934467443287,1494.1575488081771,0.9382623381497467,3855.9708295350956,1766.491857576594,9.382623381497467,239.80381120458094,87.59520817640202,0,319.31393121065594,146.03870025556773,0,3258,1620,1,260,95,0
351700,674.3574237994114,556.3845353531408,0,888.9679082585119,879.4877264680895,0,184.08590086169554,119.00240707481319,0,230.94688221709006,177.19500310091257,0,750,616,0,205,133,0
351710,617.8200098369798,564.0814476410349,0,791.6666666666667,741.3868294810292,0,190.7188617964587,107.73342910676367,0,312.5,168.59852476290834,0,292,265,0,90,51,0
351720,671.3790349113372,617.1125220592826,0,920.8583094431414,904.6991655687307,0,147.76859565506516,102.26623589308396,0,177.99962151659423,164.3655489809336,0,768,705,0,169,118,0
351730,628.5319259820329,496.94923650530114,0,784.3820812271222,697.2285166463308,0,214.2103625312336,131.07461538572258,0,333.5674157303371,243.7750304718788,0,354,280,0,120,74,0
351740,766.8661391398247,836.163196352279,0,910.3693286951374,1178.751012611562,0,195.09363246082876,110.22673914092458,0,231.26611552672853,132.32466981249843,0,3013,3265,0,767,434,0
351750,806.8156204335319,503.17964238063877,0,932.5443786982248,648.5207100591716,0,170.3778588143391,102.67836356211066,0,214.75770925110132,132.54437869822488,0,1593,994,0,335,202,0
351760,583.97753484515,1069.9919294327851,0,827.6505216529697,1585.358745701463,0,209.96006741900644,99.59053277093119,0,260.0730239821251,144.5671659052796,0,1032,1891,0,371,176,0
351770,498.47469169067557,451.6474945101772,0,772.6656966534545,668.97462913719,0,147.04460329711657,74.85044550660159,0,179.07634307257302,127.23845428840715,0,1026,928,0,304,156,0
351780,1081.3767341629245,1542.386306405191,0,1382.8763828763829,2000,0,202.94925915728325,99.52621898082721,0,275.2183798013641,143.59219815723347,0,911,1302,0,171,84,0
351790,562.8680635075159,492.0319539962036,0,752.8329102412378,632.3796446026397,0,203.39049218461372,113.8648080059305,0,237.1397300255381,167.00686583781777,0,597,521,0,216,121,0
351800,949.7569671029918,678.2863694572509,0,1435.6435643564357,1371.9512195121952,0,230.4205366794966,120.13298469768338,0,400,254.0650406504065,0,190,135,0,46,24,0
351810,591.8108530362605,635.9742309032088,0,709.0086640858751,772.0316564490639,0,199.4742898790952,98.51157758159484,0,284.77218225419665,150.28554253080853,0,389,418,0,131,65,0
351820,864.5197159861892,1099.854286316322,0,1047.006555441638,1382.9233372380581,0,193.41523646335528,108.8032682608959,0,244.04529480671613,132.93761206949856,0,2759,3501,0,616,347,0
351830,664.1795857675573,844.1902135119794,0,835.8863799689852,1047.6946934452892,0,159.01155812332885,87.64001534879066,0,198.85570750767513,117.25103067438253,0,1848,2351,0,446,244,0
351840,858.6194766246143,600.956209276721,0,1157.3467087112529,730.4193476813845,0,202.6564386818035,94.6920320783827,0,231.63967162192148,113.37582827341211,0,10057,7051,0,2381,1115,0
351850,407.2495767848138,264.1237981808368,0,562.2002976354518,416.0794577545131,0,145.36698194344328,64.12734391171641,0,175.61920910797554,108.45994337035206,0,678,432,0,240,106,0
351860,661.4480171207738,652.3125861878061,0,729.1229542593369,851.3845466726217,0,152.68531816970787,60.704648063310636,0,194.81025481181328,74.80364044383494,0,2508,2461,0,581,231,0
351870,356.8592219531395,292.6609496353258,0,434.5093323859754,336.64891793843265,0,208.49773768653654,67.92619814130138,0,240.1519085037791,85.75630210999631,0,10921,8980,0,6395,2078,0
351880,499.52806491167814,420.1829743533913,0,585.536843599686,471.05005935460053,0,190.70032811237257,77.98353176057127,0,200.62616826495707,86.53139249727205,0,65111,54785,0,24929,10197,0
351885,1051.1839462352104,531.8876213126949,0,1245.6930824277763,747.0651013874066,0,173.86499394551308,79.81992427974836,0,223.62536174690874,114.09013120365087,0,772,390,0,128,59,0
351890,959.5376687392937,1397.9419169785472,0,1145.3396524486573,1962.4217118997913,0,176.11951625756802,55.68418935752507,0,276.4612954186414,116.68611435239205,0,484,700,0,89,28,0
351900,2590.1149582322546,2874.6519852806437,0,2877.7753826255657,3737.3622628649323,0,242.42335298119065,82.59372971137108,0,297.1089018397897,159.62541236564863,0,2376,2621,0,222,76,0
351905,458.5896934873378,294.9877428229731,0,781.1359322528837,500.72021400644763,0,128.75100409714526,74.72713684387261,0,172.2207870489968,130.3244392619521,0,617,397,0,168,100,0
351907,478.89789904944865,512.7278718770436,0,612.9454069957503,763.0860748709719,0,136.50794759639442,64.0665847427789,0,162.98467396217112,83.54676564447428,0,10140,10799,0,2904,1367,0
351910,602.4745145478776,649.2298200515694,0,839.1729388355393,866.1800486618006,0,220.8599872087166,107.88063520922033,0,308.56034558758705,151.70444404783152,0,660,705,0,241,117,0
351920,1081.5736885940062,1183.0291649333465,0,1500.7656967840735,1752.1902377972465,0,174.6834600018357,85.3359042578996,0,219.0237797246558,199.08116385911177,0,695,759,0,112,55,0
351925,743.8011493059131,839.168797847035,0,929.2137176317541,1388.888888888889,0,110.58485202740935,46.524606111667204,0,218.08665309683045,97.20534629404618,0,571,638,0,87,38,0
351930,769.557659185339,707.277655452018,0,946.4627151051626,985.1265211512458,0,164.47837794226044,72.27750102290771,0,207.138304652645,94.0063810391978,0,2535,2317,0,544,240,0
351940,1093.8661983652441,1314.1491174862517,0,1403.5087719298247,1761.8040873854827,0,171.3946394029357,174.41126134989867,0,264.55026455026456,275.50581145071027,0,1276,1534,0,201,204,0
351950,553.3309113682932,334.4625406174744,0,742.2846929019769,404.54130236199927,0,144.58181633222887,98.90754516782205,0,276.16279069767444,185.6763925729443,0,401,243,0,104,72,0
351960,974.5013791178287,705.7897088177341,0,1196.0088617926808,792.2595724204303,0,226.68092354151844,100.26058765191144,0,271.06698742926847,120.28798358422813,0,5558,4016,0,1287,569,0
351970,424.80856966512727,510.32908100789086,0,553.0773792641106,729.600572436176,0,135.21497490256084,76.67094068617288,0,154.60887787176407,91.28020487334872,0,3207,3886,0,1021,580,0
351980,1043.55029864444,609.3890379067202,0,1269.5188523549575,838.3233532934131,0,166.24506400511493,107.58446443812316,0,322.78088144009934,199.6007984031936,0,823,480,0,131,84,0
351990,1422.0758769388435,1538.1164585722738,0,1710.9798129000494,1846.8609300527805,0,215.91396289782932,126.4437175498182,0,303.41286708009966,199.9500124968758,0,1130,1221,0,171,101,0
352000,1257.7546355250856,1989.4006096992132,0,2009.8508569900544,4508.966695132365,0,207.4768114675812,99.51250118576556,0,251.9214346712212,145.90256950636297,0,3016,4732,0,500,241,0
352010,748.8099363812732,650.2689446448078,0,981.0643793851423,964.1383236089371,0,217.1214125484735,85.83980239998175,0,262.38772832778284,100.91835704914725,0,2191,1895,0,636,252,0
352020,803.6279991769572,625.5781817918028,0,1248.164464023495,940.4388714733543,0,225.0819146789122,81.52529663978893,0,290.291366519729,137.66811394683893,0,745,576,0,208,75,0
352030,556.4082162416483,391.55452691009924,0,632.1243523316062,604.4905008635579,0,249.21156313184616,91.22896592247325,0,367.82656814556816,112.36326382233386,0,1668,1168,0,751,274,0
352040,786.7466909372678,871.7945426308362,0,1126.617930947182,1187.7481199367394,0,113.60903440899257,49.908388054082764,0,138.7857857534777,79.11642773505491,0,2524,2798,0,359,158,0
352042,841.4370278730091,429.17447943905654,0,1244.8504388321692,494.95149475351417,0,272.92171844433443,105.45641511911067,0,459.8348348348348,175.593395932379,0,865,435,0,281,107,0
352044,670.6325091163657,1353.0718531249645,0,895.2482974978958,1833.434558153659,0,170.10058032964884,92.05974127135825,0,209.8478603012816,164.88046166529267,0,1741,3536,0,443,241,0
352050,476.2374496555809,424.5479985128037,0,551.7990650865581,565.0897924278939,0,155.22355369272688,86.58805379518937,0,172.94025454643716,94.23316583388106,0,10819,9516,0,3528,1965,0
