cod_ibge,nome_municipio,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019,pop_mean
355070,São Sebastião,74411.37,75163,76344,80379,81718,83020,84294,85538,87596,88980,81744.337
355080,São Sebastião da Grama,11951.28,12072,12046,12394,12374,12355,12335,12317,12205,12182,12223.128
355090,São Simão,14254.02,14398,14448,14976,15041,15104,15165,15225,15257,15322,14919.002000000002
355100,São Vicente,331316.37,334663,336809,350465,353040,355542,357989,360380,363173,365798,350917.537
355110,Sarapuí,9029.789999999999,9121,9212,9628,9734,9836,9936,10034,10177,10285,9699.279
355120,Sarutaiá,3577.86,3614,3605,3707,3700,3694,3687,3681,3646,3638,3654.986
355130,Sebastianópolis do Sul,3038.31,3069,3105,3252,3293,3334,3373,3411,3470,3513,3285.8309999999997
355140,Serra Azul,11433.51,11549,11832,12592,12908,13216,13516,13810,14334,14662,12985.251
355150,Serrana,38966.4,39360,39826,41728,42264,42784,43293,43790,44555,45107,42167.340000000004
355160,Serra Negra,26316.18,26582,26770,27879,28103,28321,28534,28742,29001,29229,27947.718
355170,Sertãozinho,110144.43,111257,112401,117539,118864,120152,121412,122643,124453,125815,118468.04299999999
355180,Sete Barras,12821.49,12951,12898,13239,13190,13144,13098,13053,12884,12832,13011.048999999999
355190,Severínia,15490.53,15647,15788,16482,16646,16806,16962,17115,17328,17496,16576.053
355200,Silveiras,5765.76,5824,5855,6083,6121,6158,6193,6228,6264,6302,6079.376
355210,Socorro,36622.08,36992,37288,38878,39227,39565,39896,40220,40648,41005,39034.108
355220,Sorocaba,587838.24,593776,600692,629231,637187,644919,652481,659871,671186,679378,635655.924
355230,Sud Mennucci,7366.59,7441,7446,7691,7702,7712,7723,7733,7708,7718,7624.058999999999
355240,Sumaré,240530.4,242960,246247,258556,262308,265955,269522,273007,278571,282441,262009.74
355250,Suzano,262423.26,265074,267583,279520,282441,285280,288056,290769,294638,297637,281342.126
355255,Suzanápolis,3394.71,3429,3473,3642,3693,3742,3790,3836,3911,3963,3687.371
355260,Tabapuã,11315.7,11430,11495,11949,12027,12103,12178,12251,12328,12407,11948.369999999999
355270,Tabatinga,14668.83,14817,14943,15590,15738,15881,16021,16159,16345,16496,15665.883000000002
355280,Taboão da Serra,245645.73,248127,251608,264352,268321,272177,275948,279634,285570,289664,268104.673
355290,Taciba,5694.48,5752,5789,6023,6067,6110,6152,6193,6240,6285,6030.548
355300,Taguaí,10975.14,11086,11336,12034,12314,12586,12851,13111,13569,13859,12372.114
355310,Taiaçu,5856.84,5916,5936,6153,6179,6205,6230,6255,6268,6295,6129.384
355320,Taiúva,5388.57,5443,5439,5606,5605,5605,5604,5603,5568,5566,5542.757
355330,Tambaú,22193.82,22418,22429,23159,23187,23214,23241,23267,23182,23207,22949.782
355340,Tanabi,23926.32,24168,24277,25199,25335,25467,25597,25723,25830,25967,25148.932
355350,Tapiraí,7890.3,7970,7928,8125,8085,8047,8010,7973,7850,7807,7968.530000000001
355360,Tapiratiba,12594.78,12722,12707,13091,13084,13076,13069,13062,12970,12960,12933.578
355365,Taquaral,2699.73,2727,2727,2814,2817,2819,2821,2823,2810,2811,2786.873
355370,Taquaritinga,53594.64,54136,54279,56204,56398,56587,56771,56951,56984,57177,55908.164000000004
355380,Taquarituba,22091.85,22315,22338,23083,23123,23163,23202,23240,23180,23218,22895.385000000002
355385,Taquarivaí,5151.96,5204,5254,5489,5548,5605,5660,5715,5792,5852,5527.096
355390,Tarabai,6604.29,6671,6731,7028,7099,7168,7236,7302,7395,7468,7070.229000000001
355395,Tarumã,12919.5,13050,13209,13845,14027,14205,14378,14547,14812,15000,13999.25
355400,Tatuí,107309.06999999999,108393,109425,114314,115515,116682,117823,118939,120533,121766,115069.907
355410,Taubaté,278522.64,281336,283899,296431,299423,302331,305174,307953,311854,314924,298184.764
355420,Tejupá,4721.31,4769,4730,4828,4788,4750,4713,4677,4574,4532,4708.231
355430,Teodoro Sampaio,21278.07,21493,21595,22424,22551,22675,22795,22914,23019,23148,22389.207000000002
355440,Terra Roxa,8477.37,8563,8619,8969,9036,9101,9164,9227,9302,9370,8982.837
355450,Tietê,36856.71,37229,37609,39324,39765,40194,40613,41022,41622,42076,39631.070999999996
355460,Timburi,2613.6,2640,2634,2709,2704,2699,2695,2690,2663,2658,2670.56
355465,Torre de Pedra,2240.37,2263,2271,2354,2365,2375,2385,2395,2401,2412,2346.1369999999997
355470,Torrinha,9274.32,9368,9405,9754,9801,9846,9890,9934,9963,10010,9724.532000000001
355475,Trabiju,1541.43,1557,1569,1635,1650,1664,1677,1691,1709,1724,1641.743
355480,Tremembé,41042.43,41457,41915,43871,44399,44912,45414,45904,46642,47185,44274.143
355490,Três Fronteiras,5393.5199999999995,5448,5468,5669,5694,5719,5743,5767,5781,5807,5648.952
355495,Tuiuti,5944.95,6005,6078,6369,6452,6533,6612,6689,6808,6894,6438.495
355500,Tupã,62852.13,63487,63498,65540,65596,65651,65705,65758,65477,65524,64908.813
355510,Tupi Paulista,14201.55,14345,14418,14976,15066,15153,15238,15321,15404,15495,14961.755
355520,Turiúba,1913.67,1933,1936,2000,2005,2009,2013,2016,2012,2016,1985.3669999999997
355530,Turmalina,1929.51,1949,1920,1942,1912,1883,1854,1827,1759,1727,1870.2510000000002
355535,Ubarana,5318.28,5372,5451,5732,5822,5910,5996,6080,6216,6309,5820.628
355540,Ubatuba,78920.81999999999,79718,80604,84377,85399,86392,87364,88313,89747,90799,85163.38200000001
355550,Ubirajara,4403.5199999999995,4448,4468,4637,4662,4687,4711,4734,4754,4780,4628.452
355560,Uchoa,9409.95,9505,9537,9885,9927,9968,10008,10047,10068,10110,9846.494999999999
355570,União Paulista,1601.82,1618,1636,1712,1733,1754,1773,1793,1823,1844,1728.782
355580,Urânia,8748.63,8837,8838,9121,9128,9135,9141,9148,9108,9114,9031.863000000001
355590,Uru,1227.6,1240,1228,1252,1240,1229,1218,1207,1177,1165,1218.3600000000001
355600,Urupês,12654.18,12782,12848,13345,13426,13504,13580,13655,13727,13809,13333.018
355610,Valentim Gentil,11110.77,11223,11404,12012,12217,12416,12610,12800,13115,13326,12223.377
355620,Valinhos,107535.78,108622,110390,116308,118312,120258,122163,124024,127123,129193,118392.878
355630,Valparaíso,22655.16,22884,23181,24323,24663,24993,25316,25632,26130,26480,24625.716
355635,Vargem,8852.58,8942,9077,9550,9704,9854,10000,10143,10378,10537,9703.758
355640,Vargem Grande do Sul,39099.06,39494,39714,41279,41547,41807,42061,42310,42573,42845,41272.906
355645,Vargem Grande Paulista,43351.11,43789,44555,47013,47879,48720,49542,50346,51702,52597,47949.411
355650,Várzea Paulista,107104.14,108186,109247,114170,115403,116601,117772,118917,120572,121838,114981.01400000001
355660,Vera Cruz,10637.55,10745,10722,11032,11014,10997,10980,10963,10864,10843,10879.755000000001
355670,Vinhedo,64221.3,64870,66087,69845,71217,72550,73855,75129,77308,78728,71381.03
355680,Viradouro,17226.0,17400,17499,18191,18311,18428,18542,18654,18775,18898,18192.4
355690,Vista Alegre do Alto,6979.5,7050,7208,7652,7830,8002,8171,8335,8626,8810,7866.35
355695,Vitória Brasil,1724.58,1742,1747,1809,1815,1821,1827,1833,1834,1840,1799.2580000000003
355700,Votorantim,108700.02,109798,110755,115585,116706,117794,118858,119898,121331,122480,116190.50200000001
355710,Votuporanga,84533.13,85387,86059,89715,90508,91278,92032,92768,93736,94547,90056.313
355715,Zacarias,2341.35,2365,2394,2509,2542,2574,2605,2636,2684,2718,2536.835
355720,Chavantes,11986.92,12108,12102,12480,12482,12484,12486,12487,12418,12418,12345.192
355730,Estiva Gerbi,10034.64,10136,10224,10669,10772,10873,10971,11067,11198,11304,10724.864
