"cod_ibge","nome_municipio","cod_microrregiao","nome_microrregiao","cod_mesorregiao","nome_mesorregiao","persist_dengue","persist_leishmaniose","persist_leptospirose","persist_malaria","incidence_mean_dengue","incidence_mean_leishmaniose","incidence_mean_leptospirose","incidence_mean_malaria","incidence_max_dengue","incidence_max_leishmaniose","incidence_max_leptospirose","incidence_max_malaria","total_cases_dengue","total_cases_leishmaniose","total_cases_leptospirose","total_cases_malaria","copresence_years","copresence_3plus","copresence_all4","dengue_leptospirose","dengue_malaria","dengue_leishmaniose","leptospirose_malaria","leptospirose_leishmaniose","malaria_leishmaniose"
"352090","Ipaussu",35040,"Ourinhos",3510,"Assis",7,2,3,3,246.037689734015,1.37249672140955,6.14904059780205,2.02197567960696,2140.06447630153,6.95265243690468,40.0774831340592,6.81477443096634,358,2,9,3,3,2,0,2,2,1,1,1,0
"352100","Iperó",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",10,8,10,3,1138.74991369282,4.59322051807192,16.7469792186336,0.960961796810485,7648.27524200557,14.9848652860611,41.7081141050586,3.47567617542155,3738,15,53,3,10,8,3,10,3,8,3,8,3
"352110","Ipeúna",35026,"Rio Claro",3506,"Piracicaba",9,2,1,0,533.849923870365,2.83168326161359,3.2546786004882,0,3037.31559155337,15.0647785477553,32.546786004882,0,366,2,2,0,3,0,0,1,0,2,0,0,0
"352115","Ipiguá",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,2,3,1,1801.2872263642,4.26158871410495,5.90429822862328,1.99123855037834,6027.44807121662,22.0312844238819,20.5846027171676,19.9123855037834,915,2,3,1,4,2,0,3,1,2,1,1,0
"352120","Iporanga",35044,"Capão Bonito",3511,"Itapetininga",5,10,6,2,147.394292930385,209.725225357693,37.607053209706,4.70778646938842,1167.31517509728,450.45045045045,237.079184447606,23.7079184447606,64,90,16,2,7,5,1,4,1,5,2,6,2
"352130","Ipuã",35010,"São Joaquim da Barra",3502,"Ribeirão Preto",10,2,1,0,1371.85723183302,1.34862386922097,0.705230056622921,0,5844.35370833079,6.90035881865857,7.05230056622921,0,2139,2,1,0,3,0,0,1,0,2,0,0,0
"352140","Iracemápolis",35027,"Limeira",3506,"Piracicaba",10,2,8,0,475.246933195188,0.893954503217598,6.19472614107541,0,2806.22423194574,4.50633139561083,16.5050546729936,0,1063,2,14,0,9,1,0,8,0,2,0,1,0
"352150","Irapuã",35008,"Novo Horizonte",3501,"São José do Rio Preto",10,2,6,0,527.869317289663,2.55569678398249,21.204676789225,0,2366.86390532544,12.8633907898122,67.8518116433709,0,405,2,16,0,7,1,0,6,0,2,0,1,0
"352160","Irapuru",35035,"Adamantina",3508,"Presidente Prudente",8,7,1,0,756.327943746502,28.5993108625822,1.29251568790916,0,3400.04822763444,63.9795265515035,12.9251568790916,0,621,23,1,0,6,1,0,1,0,6,0,1,0
"352180","Itaí",35022,"Avaré",3504,"Bauru",5,2,2,0,25.798810278252,1.19817796128751,1.19221135577768,0,234.237001766377,8.17761785991741,7.75434243176179,0,67,3,3,0,1,0,0,1,0,0,0,0,0
"352190","Itajobi",35008,"Novo Horizonte",3501,"São José do Rio Preto",10,1,10,0,280.778857341048,0.657375755982119,59.1245639854194,0,877.997641200367,6.57375755982119,105.083409956653,0,425,1,89,0,10,1,0,10,0,1,0,1,0
"352200","Itaju",35021,"Jaú",3504,"Bauru",6,0,1,1,123.532643639483,0,2.99580587177951,2.81214848143982,490.78700764094,0,29.9580587177951,28.1214848143982,43,0,1,1,1,0,0,0,1,0,0,0,0
"352210","Itanhaém",35056,"Itanhaém",3514,"Litoral Sul Paulista",10,5,10,5,619.329372671079,0.61597862628876,16.0846731372001,0.517544981604415,4852.32067510548,1.96432780702444,26.3363221623815,1.14505748532094,5963,6,152,5,10,7,3,10,5,5,5,5,3
"352220","Itapecerica da Serra",35060,"Itapecerica da Serra",3515,"Metropolitana de São Paulo",10,7,10,3,144.641856499879,0.770511836136171,11.0643765036626,0.185780996115344,1082.30285345261,2.36542225744073,16.3580170576167,0.654320682304669,2412,13,181,3,10,9,1,10,3,7,3,7,1
"352230","Itapetininga",35042,"Itapetininga",3511,"Itapetininga",10,5,10,5,47.9797992144509,0.563505510137738,4.60899106611697,0.391828872718219,324.170785142915,1.84921500822901,6.85767579651904,1.2867032090378,755,9,71,6,10,8,2,10,5,5,5,5,2
"352240","Itapeva",35041,"Itapeva",3511,"Itapetininga",9,5,10,5,28.7821982463735,0.853423334719532,15.1948565625784,1.20014764766738,226.512781792687,3.17951544184666,37.0342130774342,7.58684224787297,266,8,139,11,10,8,1,9,4,4,5,5,2
"352250","Itapevi",35057,"Osasco",3515,"Metropolitana de São Paulo",10,8,10,4,169.681205337935,0.749268608785774,12.3685368150926,0.224307925188662,1141.42987591986,2.4792378703783,23.9625815073385,0.871452100635289,3759,16,267,5,10,9,3,10,4,8,4,8,3
"352260","Itapira",35031,"Mogi Mirim",3507,"Campinas",10,9,10,1,838.673516852335,2.77180072225244,5.48516286995755,0.137048254690477,6301.47875066811,6.89522023333425,13.5420616434646,1.37048254690477,6091,20,40,1,10,9,1,10,1,9,1,9,1
"352270","Itápolis",35024,"Araraquara",3505,"Araraquara",10,1,4,0,911.471600381839,0.238549618320611,1.17141358827029,0,2534.7866419295,2.38549618320611,4.67869090228554,0,3858,1,5,0,4,1,0,4,0,1,0,1,0
"352290","Itapuí",35021,"Jaú",3504,"Bauru",9,1,5,0,835.44448619658,0.803470994697091,5.41109156289557,0,5731.84676958262,8.03470994697091,16.2443144899285,0,1146,1,7,0,5,0,0,4,0,0,0,1,0
"352300","Itapura",35016,"Andradina",3503,"Araçatuba",9,3,0,0,1577.02355380112,10.6344120938891,0,0,4104.55821991791,63.0252100840336,0,0,730,5,0,0,2,0,0,0,0,2,0,0,0
"352310","Itaquaquecetuba",35062,"Mogi das Cruzes",3515,"Metropolitana de São Paulo",10,7,10,3,65.4485643258032,0.197756147920951,9.33245400606408,0.147830505516407,374.998937077843,0.303818389519481,21.1007897218798,0.614405347784147,2315,7,320,5,10,8,2,10,3,7,3,7,2
"352320","Itararé",35041,"Itapeva",3511,"Itapetininga",7,7,7,1,13.7939435133809,3.60439160448294,2.60406238080994,0.200148109601105,65.8616904500549,9.90040195631943,7.98323520606726,2.00148109601105,69,18,13,1,7,6,1,6,1,6,1,7,1
"352330","Itariri",35056,"Itanhaém",3514,"Litoral Sul Paulista",10,10,8,0,548.827310610964,33.0766005628424,16.0981911768404,0,3747.24028880005,70.9513392065275,52.1104742053153,0,911,55,27,0,10,8,0,8,0,10,0,8,0
"352340","Itatiba",35048,"Bragança Paulista",3512,"Macro Metropolitana Paulista",10,6,10,2,75.9589565491662,1.31447065068616,21.5303928978292,0.251318159463814,220.684297870838,3.53094876593341,38.2901698691172,1.6548345992818,864,15,238,3,10,7,1,10,2,6,2,6,1
"352350","Itatinga",35022,"Avaré",3504,"Bauru",7,4,6,0,61.0420023983958,2.96426986114527,5.22513372259929,0,497.656665217181,10.1327388793191,16.6016711242154,0,125,6,10,0,7,1,0,5,0,2,0,2,0
"352360","Itirapina",35026,"Rio Claro",3506,"Piracicaba",7,1,3,0,506.659157000876,0.582750582750583,1.70897568573636,0,4155.01165501165,5.82750582750583,5.82750582750583,0,872,1,3,0,3,1,0,3,0,1,0,1,0
"352370","Itirapuã",35012,"Franca",3502,"Ribeirão Preto",8,1,1,0,846.942922092167,1.67982529816899,1.58202816010125,0,3991.82775420399,16.7982529816899,15.8202816010125,0,542,1,1,0,2,0,0,1,0,1,0,0,0
"352380","Itobi",35030,"São João da Boa Vista",3507,"Campinas",10,1,3,0,530.963019178807,1.32292631300437,3.83322586481986,0,3491.49507609669,13.2292631300437,12.809017548354,0,415,1,3,0,4,0,0,3,0,1,0,0,0
"352390","Itu",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",10,9,10,5,401.233388115659,1.08606104577338,12.4302460828684,1.03231745008903,1955.01740362778,1.91103495282929,19.4763320691246,6.10195140405902,6684,18,203,17,10,9,5,10,5,9,5,9,5
"352400","Itupeva",35047,"Jundiaí",3512,"Macro Metropolitana Paulista",10,8,10,0,96.9140549168578,2.4784920657307,6.21627385751261,0,524.682234702926,7.60066125752941,10.9096320268394,0,531,13,32,0,10,8,0,10,0,8,0,8,0
"352410","Ituverava",35011,"Ituverava",3502,"Ribeirão Preto",10,5,9,1,1788.3338653764,1.24761937108407,4.17691508686071,0.256003276841944,4877.58224942617,2.59786279023973,7.39790885776287,2.56003276841944,7250,5,17,1,10,5,0,9,1,5,1,4,0
"352420","Jaborandi",35010,"São Joaquim da Barra",3502,"Ribeirão Preto",10,5,2,0,1407.72612712382,8.93208598735127,5.80847326990385,0,9135.51739067687,30.5859503437096,43.59197907585,0,972,6,4,0,6,1,0,2,0,5,0,1,0
"352430","Jaboticabal",35013,"Jaboticabal",3502,"Ribeirão Preto",10,5,10,2,1223.3086030922,1.21247594899045,9.34242497446591,0.535991128395391,7053.54676100207,5.30250808632483,21.2100323452993,3.97688106474362,8970,9,70,4,10,6,1,10,2,5,2,5,1
"352440","Jacareí",35050,"São José dos Campos",3513,"Vale do Paraíba Paulista",10,7,10,6,252.605324137908,0.671112053702302,11.471290790578,0.501021726441581,1749.36765854886,1.88019403602452,19.2719888692513,2.33401642213955,5689,15,254,11,10,10,3,10,6,7,6,7,3
"352450","Jaci",35004,"São José do Rio Preto",3501,"São José do Rio Preto",9,2,3,2,1500.63057817793,3.01939146276372,4.68953194442545,4.94002967850948,4193.6478569226,16.0436386972565,16.0436386972565,32.0872773945131,985,2,3,3,5,1,1,3,2,2,1,1,1
"352460","Jacupiranga",35055,"Registro",3514,"Litoral Sul Paulista",9,5,10,2,1383.80475690391,4.00793535187442,24.3202143968186,1.13934558916796,11853.2666704118,17.420591138726,56.1766192910511,5.80686371290866,2457,7,43,2,10,5,1,9,1,5,2,5,1
"352470","Jaguariúna",35032,"Campinas",3507,"Campinas",10,5,10,4,597.738358395531,2.91270271194963,35.3329801817516,1.86903997073246,2991.88934055137,12.8940751724583,59.41770647653,8.59605011497217,3073,14,177,9,10,6,3,10,4,5,4,5,3
"352480","Jales",35001,"Jales",3501,"São José do Rio Preto",10,10,10,5,2226.49564114578,13.7369440976076,6.39408534762735,1.0281018068527,6898.73676464576,36.9427797389377,12.2887864823349,2.12422465799983,10872,66,31,5,10,10,5,10,5,10,5,10,5
"352490","Jambeiro",35053,"Paraibuna/Paraitinga",3513,"Vale do Paraíba Paulista",10,0,5,1,120.072611635497,0,11.5622176418251,1.64149704530532,541.694024950755,0,34.0831629175187,16.4149704530532,73,0,7,1,5,1,0,5,1,0,1,0,0
"352500","Jandira",35057,"Osasco",3515,"Metropolitana de São Paulo",10,7,10,5,341.893081751839,0.870593268245099,7.17675703768269,0.701250012739121,2439.57856469638,1.82458445089131,13.6843833816848,2.73687667633696,4047,10,83,8,10,8,4,10,5,7,5,7,4
"352510","Jardinópolis",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,5,9,3,1912.78547416593,1.94400611724457,5.67302390241635,1.02457327711697,6829.87865338307,5.23642456930408,12.9172264131446,5.16689056525783,7841,8,23,4,10,6,1,9,3,5,3,4,1
"352520","Jarinu",35048,"Bragança Paulista",3512,"Macro Metropolitana Paulista",10,2,7,0,65.9647597148438,0.812350632934884,7.91353724612736,0,345.7940523423,4.10340582683627,24.1206030150754,0,182,2,21,0,7,2,0,7,0,2,0,2,0
"352530","Jaú",35021,"Jaú",3504,"Bauru",10,3,10,4,541.242391915177,0.212556091502621,5.45153286314748,0.282516603176392,3140.37105777577,0.746825989544436,9.99450302333716,0.762374907619221,7741,3,77,4,10,7,0,10,4,3,4,3,0
"352550","Joanópolis",35048,"Bragança Paulista",3512,"Macro Metropolitana Paulista",9,3,9,0,32.4603926676154,3.89941445513079,15.1385679033055,0,125.73673870334,15.8604282315623,41.7571404710205,0,41,5,19,0,8,3,0,8,0,3,0,3,0
"352560","João Ramalho",35036,"Presidente Prudente",3508,"Presidente Prudente",8,2,1,0,191.913350871098,4.51573093462274,2.25123818099955,0,996.376811594203,22.6449275362319,22.5123818099955,0,85,2,1,0,2,1,0,1,0,2,0,1,0
"352570","José Bonifácio",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,5,9,6,762.961369938547,1.95757816142956,5.34052154517798,2.61704742305796,2758.34121302175,5.6277787157409,14.3488492222924,9.16219093639424,2735,7,19,9,10,8,2,9,6,5,5,4,3
"352580","Júlio Mesquita",35019,"Lins",3504,"Bauru",6,2,1,0,773.38946142933,6.30255655381283,2.1043771043771,0,6422.01834862385,42.0875420875421,21.043771043771,0,363,3,1,0,2,0,0,0,0,1,0,1,0
"352585","Jumirim",35028,"Piracicaba",3506,"Piracicaba",9,0,5,0,145.149462417029,0,28.1636959095022,0,668.364099299809,0,94.0438871473354,0,45,0,9,0,5,0,0,5,0,0,0,0,0
"352590","Jundiaí",35047,"Jundiaí",3512,"Macro Metropolitana Paulista",10,7,10,5,225.189996170532,0.436379019419057,5.52418542709812,0.370104210559747,1150.79523060692,1.08115158969692,8.64921271757534,1.08115158969692,9137,17,216,14,10,8,4,10,5,7,5,7,4
"352600","Junqueirópolis",35034,"Dracena",3508,"Presidente Prudente",9,10,4,0,514.024967578383,35.8986603169345,4.08928192957268,0,2885.47792285458,104.654639689026,14.7398417923648,0,1027,71,8,0,9,4,0,4,0,9,0,4,0
"352610","Juquiá",35055,"Registro",3514,"Litoral Sul Paulista",9,8,9,0,537.32091784695,10.4088061450965,35.3247182024581,0,3312.00409521372,41.1395659775789,61.7093489663684,0,1044,20,68,0,10,6,0,8,0,7,0,7,0
"352620","Juquitiba",35060,"Itapecerica da Serra",3515,"Metropolitana de São Paulo",10,2,10,6,52.9372925267183,1.34032581010109,13.9968913390725,2.64935181823896,241.498596697344,6.91754288876591,20.9622511780785,6.56965476464212,162,4,42,8,10,6,2,10,6,2,6,2,2
"352630","Lagoinha",35053,"Paraibuna/Paraitinga",3513,"Vale do Paraíba Paulista",8,1,2,0,54.9659661379678,2.0185708518369,4.08205127179705,0,241.935483870968,20.185708518369,20.4248366013072,0,27,1,2,0,3,0,0,2,0,1,0,0,0
"352640","Laranjal Paulista",35043,"Tatuí",3511,"Itapetininga",8,2,8,1,185.256459925069,0.72034595285697,4.10510296507289,0.368704372833862,595.238095238095,3.61794500723589,7.92546889055324,3.68704372833862,498,2,11,1,7,2,0,6,1,1,1,2,0
"352650","Lavínia",35017,"Araçatuba",3503,"Araçatuba",10,5,0,0,365.552682691461,5.79156220425048,0,0,1595.84513692162,17.1423673609325,0,0,394,6,0,0,5,0,0,0,0,5,0,0,0
"352660","Lavrinhas",35051,"Guaratinguetá",3513,"Vale do Paraíba Paulista",9,1,4,0,851.025222022725,1.49745432764301,5.64235089464744,0,4330.93525179856,14.9745432764301,14.3884892086331,0,597,1,4,0,5,0,0,4,0,1,0,0,0
"352670","Leme",35027,"Limeira",3506,"Piracicaba",10,5,9,1,1017.76631493004,0.734050922011695,4.43665859694871,0.102558843136249,4829.49592328599,2.18162009071394,9.67202174270488,1.02558843136249,9990,7,44,1,10,5,0,9,1,5,0,4,1
"352680","Lençóis Paulista",35020,"Bauru",3504,"Bauru",10,5,9,4,146.276519059333,1.23496119037875,4.32584020496345,0.778333704157795,715.247009723125,3.26265285324702,12.9201052988582,3.07569279980316,970,8,28,5,9,7,2,9,4,5,4,5,2
"352690","Limeira",35027,"Limeira",3506,"Piracicaba",10,6,10,5,887.754351058019,0.310649413979005,7.12445702292746,0.313071533592742,6697.81406018081,0.71918387014416,9.10808257994873,1.07106135039415,26132,9,209,9,10,7,4,10,5,6,5,6,4
"352710","Lins",35019,"Lins",3504,"Bauru",10,10,5,5,821.267226316543,5.56835944423541,0.793002628933665,3.40562144916924,3595.554587056,13.9173033832965,2.59669440801859,24.8164885974766,6243,41,6,26,10,7,3,5,5,10,3,5,5
"352720","Lorena",35051,"Guaratinguetá",3513,"Vale do Paraíba Paulista",10,5,10,1,732.404661171812,0.576090480104371,11.6707836446138,0.113662195953626,3277.95673627951,1.20646180945142,21.6934599926927,1.13662195953626,6248,5,101,1,10,6,0,10,1,5,1,5,0
"352725","Lourdes",35018,"Birigui",3503,"Araçatuba",10,2,2,0,1367.05147142817,8.93676638801499,9.21485936794697,0,5635.64875491481,44.9034575662326,47.2451361132371,0,307,2,2,0,3,1,0,2,0,2,0,1,0
"352730","Louveira",35047,"Jundiaí",3512,"Macro Metropolitana Paulista",10,3,10,0,171.062780940749,0.914796673900356,18.6301196312021,0,845.834663262049,4.45394619632995,62.9260618772942,0,750,4,77,0,10,3,0,10,0,3,0,3,0
"352740","Lucélia",35035,"Adamantina",3508,"Presidente Prudente",9,10,7,1,743.061660748771,23.4893264965973,5.28949715170411,0.478057175638206,2230.19267025337,42.7370720357092,13.9788453473743,4.78057175638206,1558,49,11,1,9,7,1,7,1,9,1,7,1
"352760","Luís Antônio",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,4,2,0,759.235580539645,3.00786487105764,1.45182549063906,0,3259.08207504859,8.61846074291132,7.66518473095202,0,1001,4,2,0,5,1,0,2,0,4,0,1,0
"352770","Luiziânia",35018,"Birigui",3503,"Araçatuba",10,2,0,2,510.383291480611,5.45969322505325,0,7.81577510095602,2242.90458128147,34.9467062729338,0,58.3090379008746,272,3,0,4,4,0,0,0,2,2,0,0,0
"352780","Lupércio",35038,"Marília",3509,"Marília",6,6,2,1,161.36080755298,15.4323269399797,4.38608641051922,2.29200091680037,1121.12552209277,43.630017452007,22.0458553791887,22.9200091680037,73,7,2,1,4,3,0,2,1,4,0,2,1
"352790","Lutécia",35039,"Assis",3510,"Assis",8,1,2,0,547.675814010306,3.63108206245461,7.36992616632001,0,3224.62440454379,36.3108206245461,37.2162262746558,0,149,1,2,0,2,0,0,1,0,1,0,0,0
"352800","Macatuba",35021,"Jaú",3504,"Bauru",7,1,4,0,143.500834456279,0.587785810850526,4.71138853921642,0,670.0758243696,5.87785810850526,23.3059488434423,0,244,1,8,0,4,0,0,3,0,1,0,0,0
"352810","Macaubal",35007,"Nhandeara",3501,"São José do Rio Preto",9,2,5,1,1090.52284632241,3.73483182196583,9.98375757417175,1.30123617436565,5332.51231527094,24.981264051961,24.981264051961,13.0123617436565,868,3,8,1,6,1,0,4,1,2,0,1,0
"352820","Macedônia",35002,"Fernandópolis",3501,"São José do Rio Preto",9,3,3,1,925.57878419127,8.15086737200111,10.8000055953878,2.66595574513463,3194.88817891374,27.3972602739726,53.9956803455724,26.6595574513463,344,3,4,1,4,2,0,3,1,2,1,1,0
"352830","Magda",35006,"Auriflama",3501,"São José do Rio Preto",10,2,0,0,629.476031256854,6.28475074240222,0,0,2500.80153895479,31.8877551020408,0,0,199,2,0,0,2,0,0,0,0,2,0,0,0
"352840","Mairinque",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",9,7,10,3,134.616978890103,2.43185398662324,17.7476955388502,0.660782894354327,1077.90937737694,6.60269389911084,37.1762154937919,2.30027833367838,618,11,80,3,10,7,2,9,2,7,3,7,2
"352850","Mairiporã",35058,"Franco da Rocha",3515,"Metropolitana de São Paulo",9,9,10,2,568.687607037242,4.26625851045329,9.47812149874913,0.201474195597346,5324.02043541108,14.3445110176879,21.3764161875724,1.01652875759855,5155,38,86,2,9,9,2,9,2,9,2,9,2
"352870","Marabá Paulista",35036,"Presidente Prudente",3508,"Presidente Prudente",8,5,0,0,438.281740435812,18.1270424630471,0,0,3143.68699812062,55.1977920883165,0,0,250,10,0,0,4,0,0,0,0,4,0,0,0
"352880","Maracaí",35039,"Assis",3510,"Assis",9,5,8,1,545.798357990699,10.7917262446181,23.8448903960141,1.42836737608913,4362.82613383167,71.694866647548,64.4376029211713,14.2836737608913,759,15,33,2,8,4,1,7,1,5,1,4,1
"352885","Marapoama",35008,"Novo Horizonte",3501,"São José do Rio Preto",8,0,9,1,610.392373536527,0,151.387627661006,3.79167045833713,4055.45927209705,0,450.606585788562,37.9167045833712,178,0,43,1,7,1,0,7,1,0,1,0,0
"352890","Mariápolis",35035,"Adamantina",3508,"Presidente Prudente",7,7,2,1,824.312321733869,19.9261340649444,4.90857958753716,2.46487552378605,3929.27308447937,49.055678194751,24.5579567779961,24.6487552378605,335,8,2,1,7,0,0,1,1,4,0,1,0
"352900","Marília",35038,"Marília",3509,"Marília",10,10,10,10,1103.8903553029,6.49880123545662,7.40660844058174,1.49736215621072,8059.27432911218,21.680539377811,11.3810182824678,2.74940544107337,25606,153,169,34,10,10,10,10,10,10,10,10,10
"352910","Marinópolis",35001,"Jales",3501,"São José do Rio Preto",10,0,1,0,911.248807697706,0,4.67289719626168,0,3314.39393939394,0,46.7289719626168,0,194,0,1,0,1,0,0,1,0,0,0,0,0
"352920","Martinópolis",35036,"Presidente Prudente",3508,"Presidente Prudente",10,4,6,1,293.967209905774,1.98064992284315,5.92302325562198,0.38038723420442,1328.66055611184,7.8000078000078,16.4183392849813,3.8038723420442,762,5,15,1,8,3,0,6,1,4,0,3,0
"352930","Matão",35024,"Araraquara",3505,"Araraquara",10,4,10,2,969.544420871522,0.493479019180544,5.58041350046208,0.244968382619105,2691.80976574904,1.28955716606917,9.82330333132774,1.23472033584393,7800,4,45,2,10,5,1,10,2,4,2,4,1
"352940","Mauá",35061,"São Paulo",3515,"Metropolitana de São Paulo",10,7,10,6,44.1145559960518,0.379370204312671,8.08037003649246,0.306114180086427,179.798184810473,0.705601772471652,17.5695183102872,0.854430650136282,2014,17,355,14,10,9,4,10,6,7,6,7,4
"352950","Mendonça",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,2,4,1,2483.24671682315,3.84182003304105,17.6139042997493,1.96502259775987,8324.22586520947,19.9441563621859,62.8403854210306,19.6502259775987,1293,2,9,1,5,2,0,4,1,2,1,1,0
"352960","Meridiano",35002,"Fernandópolis",3501,"São José do Rio Preto",9,1,1,1,1072.58841415059,2.5490695895998,2.61096605744125,2.61096605744125,3284.67153284672,25.490695895998,26.1096605744125,26.1096605744125,417,1,1,1,2,0,0,0,0,1,1,0,0
"352965","Mesópolis",35001,"Jales",3501,"São José do Rio Preto",8,2,0,0,613.062789180283,10.487107592501,0,0,3625.06473329881,53.1914893617021,0,0,118,2,0,0,2,0,0,0,0,2,0,0,0
"352970","Miguelópolis",35010,"São Joaquim da Barra",3502,"Ribeirão Preto",10,2,1,0,529.8653616245,0.970197419702674,0.452632055402164,0,1414.85866888328,4.86357667428627,4.52632055402164,0,1119,2,1,0,3,0,0,1,0,2,0,0,0
"352980","Mineiros do Tietê",35021,"Jaú",3504,"Bauru",8,1,9,0,336.631345763165,0.794723039020901,14.2032505542355,0,1743.10505113108,7.94723039020901,39.1941679078153,0,430,1,18,0,7,1,0,7,0,1,0,1,0
"352990","Miracatu",35055,"Registro",3514,"Litoral Sul Paulista",10,10,10,1,535.281521576913,12.8222320609189,39.8045005718925,0.484027105517909,2780.88930015098,29.6289712080472,83.6531837417577,4.84027105517909,1100,26,81,1,10,10,1,10,1,10,1,10,1
"353000","Mira Estrela",35002,"Fernandópolis",3501,"São José do Rio Preto",10,1,4,1,1066.5610976704,3.26157860404436,33.1960230399151,3.36927223719677,4144.20485175202,32.6157860404436,168.463611859838,33.6927223719677,319,1,10,1,4,2,0,4,1,1,1,1,0
"353010","Mirandópolis",35016,"Andradina",3503,"Araçatuba",10,10,3,0,1647.47490197244,16.7481910893147,1.03473511044974,0,8158.57123528616,23.6774455418753,3.47729327491481,0,4806,48,3,0,10,3,0,3,0,10,0,3,0
"353020","Mirante do Paranapanema",35036,"Presidente Prudente",3508,"Presidente Prudente",10,6,4,1,763.091402839042,3.31802761493665,2.23942726663313,0.589874451121823,4668.80815241471,5.58628009608402,5.83975706610605,5.89874451121823,1373,6,4,1,8,3,0,4,1,6,0,3,0
"353030","Mirassol",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,9,10,3,868.436928298383,3.13164934809255,5.23207866346353,1.07336119019761,2932.70075557898,10.1124163618897,8.42701363490806,5.53383014830665,4931,18,30,6,10,10,2,10,3,9,3,9,2
"353040","Mirassolândia",35004,"São José do Rio Preto",3501,"São José do Rio Preto",8,2,4,0,1576.91480555992,4.34983577903591,8.85135787966865,0,6405.25559433381,21.8627022299956,23.2849472130247,0,739,2,4,0,3,1,0,3,0,1,0,1,0
"353050","Mococa",35030,"São João da Boa Vista",3507,"Campinas",10,2,9,3,788.891430079482,0.302854434371994,4.290779709324,0.600396257580372,4930.44754858497,1.52249756590702,12.1799805272561,3.04499513181403,5419,2,29,4,9,4,1,9,3,2,3,2,1
"353060","Mogi das Cruzes",35062,"Mogi das Cruzes",3515,"Metropolitana de São Paulo",10,4,10,4,36.2346909478591,0.0950205890755095,6.52716279880783,0.628046987090181,208.415266830416,0.252227165874673,13.9077029203395,5.04454331749347,1542,4,267,25,10,7,1,10,4,4,4,4,1
"353070","Mogi Guaçu",35031,"Mogi Mirim",3507,"Campinas",10,9,10,3,1029.77583780378,1.44541347153231,8.00191992109321,0.357008243153515,6241.80720354812,2.69674435537697,25.676814494891,2.17006040001447,15157,21,119,5,10,9,3,10,3,9,3,9,3
"353080","Mogi Mirim",35031,"Mogi Mirim",3507,"Campinas",10,4,9,2,809.034920204097,0.994789250663477,6.10375430900425,0.328710346531903,2273.64646983593,3.24798354355005,13.9497446499242,2.20852934031229,7328,9,55,3,9,5,1,9,2,4,2,4,1
"353090","Mombuca",35028,"Piracicaba",3506,"Piracicaba",6,0,3,0,384.981451246751,0,8.82522840657703,0,2345.35326883612,0,30.8051543184206,0,132,0,3,0,2,0,0,2,0,0,0,0,0
"353100","Monções",35007,"Nhandeara",3501,"São José do Rio Preto",8,4,2,2,1651.1971158717,18.1656243175857,9.12448240510205,13.5847857057265,4603.80699424524,47.2451361132371,46.6417910447761,89.2060660124888,365,4,2,3,5,2,1,2,2,4,2,1,1
"353110","Mongaguá",35056,"Itanhaém",3514,"Litoral Sul Paulista",10,6,10,1,410.510934704597,6.71075835590708,13.3580098163432,0.208402800933645,1697.40150880134,38.1010439686047,20.9555741827326,2.08402800933645,2146,35,69,1,10,6,1,10,1,6,1,6,1
"353120","Monte Alegre do Sul",35033,"Amparo",3507,"Campinas",8,1,10,1,250.682442516982,2.74800769442154,37.9457704892476,1.39980738650362,1654.60186142709,27.4800769442154,64.6328852119959,13.9980738650362,194,2,29,1,9,1,0,8,1,0,1,1,0
"353130","Monte Alto",35013,"Jaboticabal",3502,"Ribeirão Preto",10,5,10,0,416.389769742495,1.83960268308553,17.9523813369913,0,1372.33157748822,6.13409123438363,30.4964827389908,0,2029,9,88,0,10,5,0,10,0,5,0,5,0
"353140","Monte Aprazível",35007,"Nhandeara",3501,"São José do Rio Preto",10,3,7,2,1124.13325540414,2.45663401103829,6.29032095864971,1.31768528175617,4536.21397536573,12.0997015406953,19.9306413680392,8.58590194899974,2701,6,15,3,7,5,0,7,2,3,2,3,0
"353150","Monte Azul Paulista",35013,"Jaboticabal",3502,"Ribeirão Preto",10,5,6,3,1254.33675850923,3.16281683996904,4.17719221718661,2.10298781806832,3340.69865319865,10.6979560485174,10.5218855218855,10.6979560485174,2403,6,8,4,8,6,0,6,3,5,1,3,2
"353160","Monte Castelo",35034,"Dracena",3508,"Presidente Prudente",10,8,2,0,437.940454582519,67.1394587840221,4.94976273003065,0,1896.30340854537,191.021967526266,24.8670854283853,0,182,28,2,0,8,2,0,2,0,8,0,2,0
"353180","Monte Mor",35032,"Campinas",3507,"Campinas",10,6,10,2,361.176286954235,1.85155177694131,9.99940321889861,0.364090359097055,1931.09422656969,4.05329351377785,23.461892472342,1.83614263155962,2006,10,55,2,10,6,2,10,2,6,2,6,2
