"cod_ibge","nome_municipio","cod_microrregiao","nome_microrregiao","cod_mesorregiao","nome_mesorregiao","persist_dengue","persist_leishmaniose","persist_leptospirose","persist_malaria","incidence_mean_dengue","incidence_mean_leishmaniose","incidence_mean_leptospirose","incidence_mean_malaria","incidence_max_dengue","incidence_max_leishmaniose","incidence_max_leptospirose","incidence_max_malaria","total_cases_dengue","total_cases_leishmaniose","total_cases_leptospirose","total_cases_malaria","copresence_years","copresence_3plus","copresence_all4","dengue_leptospirose","dengue_malaria","dengue_leishmaniose","leptospirose_malaria","leptospirose_leishmaniose","malaria_leishmaniose"
"355410","Taubaté",35050,"São José dos Campos",3513,"Vale do Paraíba Paulista",10,8,10,8,864.525040339397,0.634864559759588,6.88951209664079,0.397026302801363,3311.70284179906,1.32305320989247,12.5058520974559,0.67469326757323,25376,19,207,12,10,10,6,10,8,8,8,8,6
"355430","Teodoro Sampaio",35036,"Presidente Prudente",3508,"Presidente Prudente",10,10,4,6,425.525243076615,14.6653927172267,2.22715016199055,3.55187592908189,1484.20415949379,26.0654242147791,8.82028665931643,8.77385391533231,948,33,5,8,10,8,2,4,6,10,2,4,6
"355440","Terra Roxa",35013,"Jaboticabal",3502,"Ribeirão Preto",10,2,1,0,543.884697413414,2.33983853396638,1.1602274045713,0,2443.97011739594,11.7961112939508,11.602274045713,0,496,2,1,0,2,1,0,1,0,2,0,1,0
"355450","Tietê",35028,"Piracicaba",3506,"Piracicaba",10,5,9,0,146.831061578371,1.83759262762372,7.74382938545563,0,908.095735681943,5.42642031803707,19.2206044880111,0,589,7,31,0,9,5,0,9,0,5,0,5,0
"355465","Torre de Pedra",35043,"Tatuí",3511,"Itapetininga",4,0,0,0,63.3001382243214,0,0,0,291.545189504373,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"355470","Torrinha",35026,"Rio Claro",3506,"Piracicaba",8,0,1,0,114.745815762397,0,1.06746370623399,0,385.943530367662,0,10.6746370623399,0,113,0,1,0,1,0,0,1,0,0,0,0,0
"355475","Trabiju",35024,"Araraquara",3505,"Araraquara",9,0,2,0,1718.63808702252,0,11.9726446034586,0,7992.78846153846,0,60.0961538461538,0,288,0,2,0,2,0,0,2,0,0,0,0,0
"355480","Tremembé",35050,"São José dos Campos",3513,"Vale do Paraíba Paulista",10,4,6,2,585.421178312063,1.53223532629384,3.50435099654151,0.897188108742051,2241.04146489786,6.60589245607082,8.57596157969212,6.53537818055071,2597,7,16,4,8,4,0,6,2,4,1,3,0
"355490","Três Fronteiras",35001,"Jales",3501,"São José do Rio Preto",10,2,0,2,1179.02441865985,5.4216240147942,0,3.4825612549203,3532.08602902605,36.5764447695684,0,17.4855744011191,666,3,0,2,4,0,0,0,2,2,0,0,0
"355495","Tuiuti",35048,"Bragança Paulista",3512,"Macro Metropolitana Paulista",9,0,6,0,78.364994324435,0,15.4259345599891,0,489.820909230063,0,60.4960677555959,0,51,0,10,0,5,0,0,5,0,0,0,0,0
"355500","Tupã",35037,"Tupã",3509,"Marília",10,8,10,2,2085.04705359161,16.0229110502966,10.760694079099,0.462669717562096,9677.37012392406,38.1539588547708,22.867248002927,3.05157155935307,13606,105,70,3,10,9,1,10,2,8,2,8,1
"355510","Tupi Paulista",35034,"Dracena",3508,"Presidente Prudente",10,10,4,1,989.622540822287,43.5454214587557,2.72125578180674,0.65269890999282,6176.99465452386,65.6254101588135,7.04148490833747,6.5269890999282,1504,65,4,1,10,5,0,4,1,10,0,4,1
"355520","Turiúba",35018,"Birigui",3503,"Araçatuba",8,2,0,0,1226.30796870065,9.96031746031746,0,0,4181.18466898955,50,0,0,245,2,0,0,2,0,0,0,0,2,0,0,0
"355530","Turmalina",35002,"Fernandópolis",3501,"São José do Rio Preto",8,0,3,0,1332.7755784692,0,20.7371200303933,0,6427.33063115229,0,102.986611740474,0,242,0,4,0,2,0,0,2,0,0,0,0,0
"355535","Ubarana",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,1,2,1,1651.57572825739,3.43524562006183,3.32637441878253,1.58503724837534,6673.00681566017,34.3524562006183,17.1762281003092,15.8503724837534,991,2,2,1,3,1,0,2,1,1,0,1,0
"355540","Ubatuba",35054,"Caraguatatuba",3513,"Vale do Paraíba Paulista",10,7,10,6,1053.02929121317,1.79069084993579,8.79725808119336,1.04565884813029,3623.02065006019,5.06837105848621,27.8560843259385,2.53418552924311,9051,15,76,9,10,9,4,10,6,7,6,7,4
"355550","Ubirajara",35020,"Bauru",3504,"Bauru",7,3,0,0,347.553730861851,6.30792054382107,0,0,2517.6018775336,21.1237853823405,0,0,162,3,0,0,2,0,0,0,0,2,0,0,0
"355560","Uchoa",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,1,5,0,2112.35936055344,0.999200639488409,12.4507616070794,0,6765.57863501484,9.99200639488409,42.0831141504471,0,2104,1,12,0,5,1,0,5,0,1,0,1,0
"355570","União Paulista",35007,"Nhandeara",3501,"São José do Rio Preto",9,2,0,0,1214.43711968011,11.0002383334563,0,0,8351.40997830803,55.7724484104852,0,0,220,2,0,0,2,0,0,0,0,2,0,0,0
"355580","Urânia",35001,"Jales",3501,"São José do Rio Preto",10,5,2,8,1893.51203591457,5.51541082578524,3.28911690742296,24.4868634252745,10662.2879036672,11.316057485572,21.944261575598,45.2591083955646,1726,5,3,22,9,5,1,2,8,5,1,2,4
"355600","Urupês",35008,"Novo Horizonte",3501,"São José do Rio Preto",10,1,10,0,427.506876230256,1.47275405007364,11.3345356459768,0,1451.42180094787,14.7275405007364,23.7075812103194,0,578,2,15,0,10,1,0,10,0,1,0,1,0
"355610","Valentim Gentil",35003,"Votuporanga",3501,"São José do Rio Preto",9,6,6,1,965.586263987159,9.60358972404833,5.61391253361436,0.805412371134021,2416.32898093952,24.5559466317427,15.8604282315623,8.05412371134021,1196,12,7,1,8,4,1,6,1,6,1,4,1
"355620","Valinhos",35032,"Campinas",3507,"Campinas",10,5,10,3,243.814361325908,0.768713746868672,26.216263363828,0.261314268156336,1294.71635982637,2.57935825566599,72.7292813610502,0.920623814696839,2939,9,299,3,10,5,3,10,3,5,3,5,3
"355630","Valparaíso",35017,"Araçatuba",3503,"Araçatuba",10,8,4,1,499.125738655691,6.36272425156031,2.0838317067774,0.400112031368783,1868.52318649222,24.006721882127,8.10931354660828,4.00112031368783,1238,16,5,1,10,2,1,4,1,8,1,2,1
"355635","Vargem",35048,"Bragança Paulista",3512,"Macro Metropolitana Paulista",8,1,7,0,52.1282560398973,1.12961419156901,11.212732319489,0,223.259590014207,11.2961419156901,20.9424083769633,0,52,1,11,0,7,1,0,7,0,1,0,1,0
"355640","Vargem Grande do Sul",35030,"São João da Boa Vista",3507,"Campinas",10,2,8,0,480.40155707051,0.47844119993275,3.13609339071269,0,1915.94709020021,2.40691265313982,7.00198389543704,0,2010,2,13,0,8,2,0,8,0,2,0,2,0
"355645","Vargem Grande Paulista",35060,"Itapecerica da Serra",3515,"Metropolitana de São Paulo",9,5,10,1,65.2053757856183,1.05304739501824,11.47504243575,0.205254515599343,428.981937602627,2.30674600950241,23.0674600950241,2.05254515599343,318,5,54,1,9,5,1,9,1,5,1,5,1
"355650","Várzea Paulista",35047,"Jundiaí",3512,"Macro Metropolitana Paulista",10,8,10,1,259.754322463157,1.94405608785208,7.02306671134802,0.175177367084173,1379.9195547208,7.32285554752076,12.1314003968701,1.75177367084173,3040,22,80,2,10,9,0,10,1,8,1,8,0
"355660","Vera Cruz",35038,"Marília",3509,"Marília",7,2,4,1,531.779839695473,2.74657214983579,7.35000742352704,1.86133085155886,3637.35564244794,18.2431816108729,27.2801673183596,18.6133085155886,583,3,8,2,4,1,0,2,1,1,0,2,0
"355670","Vinhedo",35032,"Campinas",3507,"Campinas",10,6,10,4,206.644646903848,1.12431347218699,22.219976919629,0.850604446842324,1327.36044107512,3.02631379847776,43.8815500779276,3.08308925543394,1494,8,152,6,10,8,2,10,4,6,4,6,2
"355680","Viradouro",35013,"Jaboticabal",3502,"Ribeirão Preto",10,1,5,0,516.150905048031,0.571461226355792,5.47899155099424,0,1693.30087839983,5.71461226355792,16.2795745604515,0,949,1,10,0,6,0,0,5,0,1,0,0,0
"355690","Vista Alegre do Alto",35013,"Jaboticabal",3502,"Ribeirão Preto",9,3,3,0,839.51938989393,7.86216945685358,3.84498037818358,0,3030.64699205448,39.2054364871929,14.327673902142,0,676,6,3,0,4,1,0,3,0,2,0,1,0
"355695","Vitória Brasil",35001,"Jales",3501,"São José do Rio Preto",9,2,2,0,1948.49138976496,16.7799304058478,11.0375578489554,0,7084.0197693575,110.558319513543,55.2791597567717,0,355,3,2,0,2,1,0,2,0,1,0,1,0
"355700","Votorantim",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",10,7,10,5,237.569954724051,1.47651546656099,17.6320080867245,0.523994905915651,1551.86172470584,5.51977819323308,30.0551922621541,1.80578754909485,2770,17,205,6,10,9,3,10,5,7,5,7,3
"355710","Votuporanga",35003,"Votuporanga",3501,"São José do Rio Preto",10,10,10,6,1558.28089344268,20.3331329988595,6.46804590909665,1.70403861740544,6592.48839201667,44.1557536108948,17.5670769555085,5.91484072576042,14293,182,58,15,10,10,6,10,6,10,6,10,6
"355715","Zacarias",35004,"São José do Rio Preto",3501,"São José do Rio Preto",9,0,2,2,1642.81000268433,0,11.8546526264478,7.63239830022223,6954.15695415695,0,76.7754318618042,38.3877159309021,426,0,3,2,3,1,0,2,2,0,1,0,0
"355720","Chavantes",35040,"Ourinhos",3510,"Assis",8,5,5,1,360.120489230696,4.0339380686896,8.06892711495044,0.825900231252065,1312.61072636495,8.25900231252065,48.0615187439923,8.25900231252065,448,5,10,1,5,3,1,4,1,4,1,3,1
"350075","Alambari",35042,"Itapetininga",3511,"Itapetininga",8,2,1,0,82.6986393688422,3.50533042438825,1.76740897843761,0,341.726618705036,17.6740897843761,17.6740897843761,0,46,2,1,0,2,1,0,1,0,2,0,1,0
"350310","Arandu",35022,"Avaré",3504,"Bauru",4,0,2,0,25.3127275322008,0,4.72366767146824,0,94.4733112895607,0,31.5059861373661,0,16,0,3,0,1,0,0,1,0,0,0,0,0
"350315","Arapeí",35052,"Bananal",3513,"Vale do Paraíba Paulista",4,0,1,0,392.347229942707,0,3.93545848091303,0,3763.86687797147,0,39.3545848091303,0,99,0,1,0,0,0,0,0,0,0,0,0,0
"350430","Avaí",35020,"Bauru",3504,"Bauru",7,2,0,0,1374.45154200152,3.94485403416494,0,0,7052.1327014218,20.2546823761983,0,0,727,2,0,0,1,0,0,0,0,1,0,0,0
"350630","Bernardino de Campos",35040,"Ourinhos",3510,"Assis",7,1,3,0,136.669384195959,0.897907874652061,2.6931602479288,0,591.556870126378,8.97907874652061,8.98230485942693,0,152,1,3,0,3,1,0,3,0,1,0,1,0
"350660","Biritiba Mirim",35062,"Mogi das Cruzes",3515,"Metropolitana de São Paulo",8,1,8,1,76.3721904643014,0.314534645991256,7.92864081530087,0.306767286336585,472.421620958341,3.14534645991256,13.991772138394,3.06767286336585,245,1,24,1,6,2,0,6,1,1,1,1,0
"350690","Bofete",35023,"Botucatu",3504,"Bauru",7,0,5,0,60.9472884934682,0,8.94357703903707,0,388.823582602405,0,40.8496732026144,0,67,0,9,0,2,0,0,2,0,0,0,0,0
"350730","Boracéia",35021,"Jaú",3504,"Bauru",9,0,0,0,310.333936907809,0,0,0,1090.90909090909,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0
"350800","Buri",35041,"Itapeva",3511,"Itapetininga",6,3,6,0,146.322651721523,1.52965172585937,4.64863221643387,0,1180.3781297905,5.15596803299819,10.8409016377892,0,287,3,9,0,3,3,0,3,0,3,0,3,0
"350870","Caconde",35030,"São João da Boa Vista",3507,"Campinas",8,4,6,0,81.7214677306237,3.72271323776166,8.96185181357057,0,558.600337268128,10.8899898668644,21.1349466342597,0,155,7,17,0,7,2,0,6,0,3,0,2,0
"350995","Canas",35051,"Guaratinguetá",3513,"Vale do Paraíba Paulista",9,0,5,0,417.822777338898,0,10.1028427597883,0,1607.5845012366,0,20.8855472013367,0,197,0,5,0,5,0,0,5,0,0,0,0,0
"351320","Cristais Paulista",35012,"Franca",3502,"Ribeirão Preto",9,1,4,0,157.754570981839,1.29182276191707,5.9493545048341,0,671.996292434249,12.9182276191707,24.2130750605327,0,131,1,5,0,5,0,0,4,0,1,0,0,0
"351512","Emilianópolis",35036,"Presidente Prudente",3508,"Presidente Prudente",9,1,2,0,259.303113533015,3.12304809494066,6.456714794944,0,1524.2934264846,31.2304809494066,33.3366670000333,0,82,1,2,0,1,1,0,1,0,1,0,1,0
"351540","Fartura",35040,"Ourinhos",3510,"Assis",7,1,4,0,219.480998998657,0.625234462923596,3.85061977371726,0,1141.18233973559,6.25234462923596,19.7491073403482,0,351,1,6,0,3,1,0,3,0,1,0,1,0
"351760","Guapiara",35044,"Capão Bonito",3511,"Itapetininga",8,1,5,1,22.9905456961805,1.68937943462102,2.82732634151797,0.559315397952906,139.828849488226,16.8937943462102,5.78268663621118,5.59315397952906,41,3,5,1,5,2,0,5,1,1,1,1,0
"351925","Iaras",35022,"Avaré",3504,"Bauru",6,3,1,0,91.3949241612015,3.92368299361221,1.08225108225108,0,506.230529595016,14.5391102064554,10.8225108225108,0,74,3,1,0,2,0,0,1,0,1,0,0,0
"352020","Igaratá",35050,"São José dos Campos",3513,"Vale do Paraíba Paulista",8,2,8,0,178.63011786022,2.21936274380911,20.4313147792479,0,1444.00470638571,11.3839852372479,52.443885043004,0,167,2,19,0,8,0,0,6,0,1,0,1,0
"352060","Indiana",35036,"Presidente Prudente",3508,"Presidente Prudente",7,0,2,0,294.569641001858,0,4.07008564904697,0,910.746812386157,0,20.4415372035977,0,145,0,2,0,2,0,0,2,0,0,0,0,0
"352280","Itaporanga",35041,"Itapeva",3511,"Itapetininga",8,2,5,0,106.665917859134,1.35515459785319,4.70963592439624,0,702.451954937044,6.93560155246505,13.7324910738808,0,161,2,7,0,6,0,0,5,0,1,0,0,0
"352700","Lindóia",35033,"Amparo",3507,"Campinas",7,3,6,0,246.614260053828,3.87002748409493,17.1859762287026,0,1656.64662658651,13.1734949282045,52.6939797128178,0,187,3,13,0,5,3,0,5,0,3,0,3,0
"352860","Manduri",35040,"Ourinhos",3510,"Assis",5,0,5,0,31.1731794789694,0,7.36769077557447,0,135.529608006672,0,30.4692260816575,0,30,0,7,0,4,0,0,4,0,0,0,0,0
"353200","Morungaba",35048,"Bragança Paulista",3512,"Macro Metropolitana Paulista",9,1,9,0,72.0108060456996,0.755743651753325,36.3038538345311,0,301.530848925313,7.55743651753325,91.7080626671762,0,93,1,46,0,8,1,0,8,0,1,0,1,0
"353215","Nantes",35039,"Assis",3510,"Assis",5,2,2,0,123.745663122101,6.96615357203293,7.04724345936636,0,436.388049681101,36.4830353885443,36.0490266762797,0,37,2,2,0,3,0,0,1,0,2,0,0,0
"353370","Ocauçu",35038,"Marília",3509,"Marília",6,2,3,0,158.184818150774,6.98759186220055,9.31371874256595,0,1022.78010227801,46.6309162975052,46.6309162975052,0,68,3,4,0,4,1,0,3,0,2,0,1,0
"353450","Oscar Bressane",35038,"Marília",3509,"Marília",8,2,3,0,356.147385933291,7.64672174762164,90.0277534968607,0,1644.35946462715,38.2409177820268,670.347003154574,0,93,2,23,0,4,1,0,3,0,2,0,1,0
"353657","Paulistânia",35020,"Bauru",3504,"Bauru",3,0,0,0,185.315678775029,0,0,0,1033.1702011963,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"353680","Pedra Bela",35033,"Amparo",3507,"Campinas",7,0,6,0,44.6883769488812,0,18.2634353899373,0,148.90800794176,0,65.9848234905972,0,27,0,11,0,5,0,0,5,0,0,0,0,0
"353700","Pedregulho",35012,"Franca",3502,"Ribeirão Preto",8,2,3,1,168.668508756122,1.23341212811804,2.42589573658134,0.605436822667555,633.062589584329,6.32631112798127,12.1580547112462,6.05436822667555,278,2,4,1,5,0,0,3,1,1,0,0,0
"354110","Presidente Alves",35020,"Bauru",3504,"Bauru",7,2,1,0,444.848252337904,4.79272498114006,2.43427458617332,0,2540.30288226673,23.9980801535877,24.3427458617332,0,184,2,1,0,3,0,0,1,0,2,0,0,0
"354323","Ribeirão dos Índios",35036,"Presidente Prudente",3508,"Presidente Prudente",8,1,0,0,468.957357713747,4.49438202247191,0,0,2227.1714922049,44.9438202247191,0,0,105,1,0,0,1,0,0,0,0,1,0,0,0
"354350","Riversul",35041,"Itapeva",3511,"Itapetininga",5,2,3,0,16.8801020143981,3.3884771232888,5.08586266333114,0,50.4965494024575,17.2651933701657,17.8348492955235,0,10,2,3,0,1,1,0,1,0,1,0,1,0
"354550","Sandovalina",35036,"Presidente Prudente",3508,"Presidente Prudente",8,2,2,1,491.594493160392,4.67854919666848,7.11606707480747,2.35404896421846,1720.79495879787,23.5404896421846,47.9156684235745,23.5404896421846,203,2,3,1,2,2,0,1,1,2,0,1,1
"354625","Santa Cruz da Esperança",35015,"Batatais",3502,"Ribeirão Preto",6,3,0,0,297.437240415158,14.1831355218919,0,0,959.692898272553,47.6871721506915,0,0,62,3,0,0,2,0,0,0,0,2,0,0,0
"354700","Santa Maria da Serra",35028,"Piracicaba",3506,"Piracicaba",7,0,2,1,341.994088485378,0,6.79783998016076,1.71232876712329,1522.76040822939,0,51.3698630136986,17.1232876712329,204,0,4,1,1,1,0,1,1,0,1,0,0
"354820","Santo Antônio do Pinhal",35049,"Campos do Jordão",3513,"Vale do Paraíba Paulista",7,1,4,1,50.1677264546011,1.47775971627013,5.89191646367966,2.95551943254027,177.331165952416,14.7775971627013,14.7775971627013,29.5551943254027,34,1,4,2,4,1,1,4,1,1,1,1,1
"354830","Santo Expedito",35036,"Presidente Prudente",3508,"Presidente Prudente",7,4,2,0,316.003514453441,13.5308295000624,13.7592159800334,0,2153.64834458374,35.3982300884956,105.448154657294,0,97,4,4,0,6,0,0,2,0,4,0,0,0
"354860","São Bento do Sapucaí",35049,"Campos do Jordão",3513,"Vale do Paraíba Paulista",9,0,2,0,25.8412683289271,0,1.83992739954547,0,128.865979381443,0,9.20640765973117,0,28,0,2,0,2,0,0,2,0,0,0,0,0
"355050","São Pedro do Turvo",35040,"Ourinhos",3510,"Assis",8,0,6,2,642.184426956483,0,10.6611873556384,4.12920149416119,4321.39553323642,0,27.6052449965493,27.9728886762949,486,0,8,3,5,1,0,5,1,0,1,0,0
"355590","Uru",35020,"Bauru",3504,"Bauru",6,0,1,0,613.742265508955,0,8.28500414250207,0,2441.00895036615,0,82.8500414250207,0,75,0,1,0,0,0,0,0,0,0,0,0,0
"355730","Estiva Gerbi",35031,"Mogi Mirim",3507,"Campinas",8,0,4,0,907.181253049094,0,6.27398685025516,0,5030.81026395659,0,18.071744826963,0,993,0,7,0,3,0,0,3,0,0,0,0,0
"350910","Caiuá",35036,"Presidente Prudente",3508,"Presidente Prudente",8,3,1,0,437.921636110958,5.35425001090886,1.72413793103448,0,1787.53830439224,18.2149362477231,17.2413793103448,0,250,3,1,0,4,0,0,1,0,3,0,0,0
"355350","Tapiraí",35045,"Piedade",3512,"Macro Metropolitana Paulista",8,1,6,4,36.0749829550006,1.23685837971552,10.083115329731,21.0021246672795,124.269914253759,12.3685837971552,38.021368008821,110.769230769231,29,1,8,17,7,2,0,4,4,1,1,0,1
"350540","Barra do Turvo",35055,"Registro",3514,"Litoral Sul Paulista",7,8,7,1,52.377138797725,59.1682285843188,24.5525587589927,3.80807311500381,153.767298821117,127.746550843127,64.2590926616116,38.0807311500381,41,46,19,3,8,5,0,5,1,6,0,5,1
"351430","Dourado",35025,"São Carlos",3505,"Araraquara",6,3,2,0,118.166098804535,3.37648374340722,2.2870592763302,0,405.725233855517,11.27649977447,11.6144018583043,0,105,3,2,0,4,0,0,1,0,3,0,0,0
"351530","Estrela do Norte",35036,"Presidente Prudente",3508,"Presidente Prudente",6,2,1,0,647.921068412593,7.23328819395258,3.61532899493854,0,4303.79746835443,36.2187613183629,36.1532899493854,0,179,2,1,0,2,0,0,0,0,2,0,0,0
"351565","Fernão",35038,"Marília",3509,"Marília",5,0,1,0,130.342364550725,0,5.95238095238095,0,582.750582750583,0,59.5238095238095,0,22,0,1,0,1,0,0,1,0,0,0,0,0
"351850","Guareí",35042,"Itapetininga",3511,"Itapetininga",5,1,3,0,16.2271603242319,0.539956803455724,1.81600464243796,0,77.0735756210352,5.39956803455724,6.56814449917898,0,28,1,3,0,2,1,0,2,0,1,0,1,0
"352215","Itaoca",35044,"Capão Bonito",3511,"Itapetininga",2,10,1,0,17.9892154644297,136.628369152711,2.999400119976,0,119.868145040456,240.096038415366,29.99400119976,0,6,45,1,0,3,0,0,0,0,2,0,1,0
"352540","Jeriquara",35012,"Franca",3502,"Ribeirão Preto",6,0,3,0,571.220018764206,0,9.37771080586582,0,4748.33808167142,0,31.6555872111428,0,181,0,3,0,2,0,0,2,0,0,0,0,0
"352750","Lucianópolis",35020,"Bauru",3504,"Bauru",4,0,1,0,155.812680357846,0,4.43066016836509,0,719.12013536379,0,44.3066016836509,0,37,0,1,0,0,0,0,0,0,0,0,0,0
"353170","Monteiro Lobato",35049,"Campos do Jordão",3513,"Vale do Paraíba Paulista",7,0,4,0,95.2755094377526,0,19.6912072111566,0,425.341392433401,0,130.208333333333,0,43,0,9,0,4,0,0,4,0,0,0,0,0
"353282","Nova Campina",35041,"Itapeva",3511,"Itapetininga",4,1,4,0,7.53529609169871,1.02511532547412,6.41043261709402,0,42.9784033523155,10.2511532547412,21.7273221075502,0,7,1,6,0,3,0,0,3,0,0,0,0,0
"353380","Óleo",35040,"Ourinhos",3510,"Assis",5,1,0,1,54.4754948607608,3.77500943752359,0,3.77500943752359,280.448717948718,37.7500943752359,0,37.7500943752359,14,1,0,1,1,0,0,0,0,0,0,0,1
"353610","Pardinho",35023,"Botucatu",3504,"Bauru",4,0,7,0,29.2211943189407,0,11.7240645678234,0,228.683436785364,0,17.8842246830915,0,18,0,7,0,3,0,0,3,0,0,0,0,0
"354280","Ribeira",35044,"Capão Bonito",3511,"Itapetininga",3,10,1,0,17.6491052631316,145.377565062844,2.91800408520572,0,117.370892018779,294.204177699323,29.1800408520572,0,6,49,1,0,3,1,0,1,0,3,0,1,0
"354300","Ribeirão Branco",35044,"Capão Bonito",3511,"Itapetininga",3,0,7,0,7.34617489442573,0,10.3299178371416,0,39.6690468094752,0,23.2288037166086,0,13,0,18,0,2,0,0,2,0,0,0,0,0
"354960","São José do Barreiro",35052,"Bananal",3513,"Vale do Paraíba Paulista",5,0,0,0,272.426004087795,0,0,0,2174.43249701314,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0
"355385","Taquarivaí",35041,"Itapeva",3511,"Itapetininga",5,0,2,0,28.3587269526022,0,3.62983109948327,0,178.412132024978,0,19.0331176246669,0,16,0,2,0,0,0,0,0,0,0,0,0,0
"350715","Bom Sucesso de Itararé",35041,"Itapeva",3511,"Itapetininga",4,1,3,0,20.8446064430087,11.229583214019,7.8719816771889,0,78.3085356303837,112.29583214019,26.5111346765642,0,8,4,3,0,2,0,0,2,0,0,0,0,0
"350945","Campina do Monte Alegre",35042,"Itapetininga",3511,"Itapetininga",4,1,0,0,55.7234788837853,3.33834084460023,0,0,271.140484663616,33.3834084460023,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0
"354105","Pratânia",35023,"Botucatu",3504,"Bauru",5,2,0,0,37.702677032508,3.85161818023111,0,0,278.828918542123,19.5083886071011,0,0,19,2,0,0,1,0,0,0,0,1,0,0,0
"354325","Ribeirão Grande",35044,"Capão Bonito",3511,"Itapetininga",5,1,1,1,28.6490677774752,1.30039011703511,1.30327121073895,1.36040540080944,169.226763863577,13.0039011703511,13.0327121073895,13.6040540080944,22,1,1,1,2,0,0,1,0,1,0,0,0
"355420","Tejupá",35040,"Ourinhos",3510,"Assis",3,2,3,0,12.6827218089354,4.21942806275732,6.35678917494621,0,62.65664160401,21.1416490486258,21.381227282446,0,6,2,3,0,1,0,0,0,0,1,0,0,0
"351260","Coronel Macedo",35041,"Itapeva",3511,"Itapetininga",2,0,0,0,14.4310634924259,0,0,0,101.584721657863,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"352170","Itaberá",35041,"Itapeva",3511,"Itapetininga",4,1,4,2,18.9184166578748,0.557227237267358,3.38382033432329,1.1221471317455,160.97696364141,5.57227237267358,17.0881749829118,5.67054153671676,34,1,6,2,4,2,0,3,2,1,1,1,0
"352265","Itapirapuã Paulista",35044,"Capão Bonito",3511,"Itapetininga",3,7,0,0,9.5979622657289,33.6582316100078,0,0,48.3675937122128,141.476066965338,0,0,4,14,0,0,3,0,0,0,0,3,0,0,0
"354165","Quadra",35043,"Tatuí",3511,"Itapetininga",4,1,0,0,16.4086704657979,2.62881177707676,0,0,83.635349874547,26.2881177707676,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0
"355120","Sarutaiá",35040,"Ourinhos",3510,"Assis",2,0,2,0,8.16294822175717,0,5.47410973807269,0,54.1418516513265,0,27.6701715550636,0,3,0,2,0,1,0,0,1,0,0,0,0,0
"355460","Timburi",35040,"Ourinhos",3510,"Assis",3,0,0,1,37.3475143330903,0,0,3.79650721336371,188.11136192626,0,0,37.9650721336371,10,0,0,1,0,0,0,0,0,0,0,0,0
"350535","Barra do Chapéu",35044,"Capão Bonito",3511,"Itapetininga",0,2,2,0,0,9.20129774924482,3.57165267083863,0,0,53.715308863026,18.1356546971346,0,0,5,2,0,0,0,0,0,0,0,0,0,0
