variable,type,label,aic,bic,aicc,llf,coef,se,p_value,r2_marginal,r2_conditional,n,converged,delta_aic,aic_weight,outcome,outcome_label,predictor_dimension
pct_preta,specific,% Pob. Negra,7960.376059932709,7978.253061199892,7960.438559932709,-3976.1880299663544,-5.430089847364263,2.6846765612015404,0.043111981577155394,0.11908153424135476,0.2963344162018693,645,True,6.387903470766105,0.026650522977691035,incidence_diarrhea_mean,Diarrea,Vulnerabilidad
pct_indigena,specific,% Pob. Indígena,7962.783996733902,7980.660998001085,7962.846496733902,-3977.391998366951,-8.511644360891772,6.610835768293151,0.19790988433108614,0.11847008957029076,0.3147139136428333,645,True,8.795840271959605,0.007995192101890591,incidence_diarrhea_mean,Diarrea,Vulnerabilidad
pct_rural,specific,% Rural,7963.938843348717,7981.8158446159,7964.001343348717,-3977.9694216743583,-0.28236906713583637,0.40075034668218334,0.48105861933454575,0.1163726858880519,0.30657267403565147,645,True,9.950686886773838,0.004488044422997735,incidence_diarrhea_mean,Diarrea,Vulnerabilidad
UAI_mob,specific,UAI Movilidad,6685.144414501388,6703.021415768571,6685.206914501388,-3338.572207250694,-15.111564332624113,7.190307368215997,0.035583277757727176,0.18717990742056972,0.40164495299541697,645,True,0.0,0.5371033359308257,health_death_circ_mean,Mort. Cardiovasc.,Gobernanza
UAI_housing,specific,UAI Vivienda,6688.034653423016,6705.911654690199,6688.097153423016,-3340.017326711508,-5.4391624080953695,4.414495270404531,0.21790641928207666,0.18419494192089206,0.4071424760616823,645,True,2.890238921627315,0.12660487892549083,health_death_circ_mean,Mort. Cardiovasc.,Gobernanza
UAI_env,specific,UAI Ambiental,6688.197400332139,6706.074401599322,6688.259900332139,-3340.0987001660696,9.026489281754461,7.744226834757403,0.2437856890469009,0.1839961417456287,0.4181861151595086,645,True,3.052985830750913,0.11671062639562804,health_death_circ_mean,Mort. Cardiovasc.,Gobernanza
idx_gobernanza_100,composite,Gobernanza (idx),6688.9180488772345,6706.7950501444175,6688.9805488772345,-3340.4590244386172,-0.07521893305714082,0.09442050555495987,0.4256614837676034,0.1832807452266832,0.4084637586614198,645,True,3.773634375846086,0.08139984102316018,health_death_circ_mean,Mort. Cardiovasc.,Gobernanza
UAI_Crisk,specific,UAI Riesgo Clim.,6689.149701233653,6707.026702500836,6689.212201233653,-3340.5748506168266,-4.994113734788537,7.866454593570377,0.525518369605429,0.1830427029351599,0.40969994609131527,645,True,4.005286732264722,0.07249714209938499,health_death_circ_mean,Mort. Cardiovasc.,Gobernanza
UAI_food,specific,UAI Alimentación,6689.347079440342,6707.224080707525,6689.409579440342,-3340.673539720171,2.609850532106937,5.754052211462466,0.650140217944792,0.18283733622599393,0.41211909154992865,645,True,4.202664938953603,0.06568417562551021,health_death_circ_mean,Mort. Cardiovasc.,Gobernanza
fire_risk_index,specific,Riesgo Fuego (idx),6685.278773212567,6703.15577447975,6685.341273212567,-3338.6393866062836,-0.30746017329078645,0.14838995531036556,0.038267838302998854,0.18705420266415468,0.40773053935929526,645,True,0.0,0.7018260625327499,health_death_circ_mean,Mort. Cardiovasc.,Riesgo Climático
idx_clima,composite,Clima (idx),6689.053109655906,6706.930110923089,6689.115609655906,-3340.526554827953,-0.09623184144610963,0.13610156475945473,0.4795297899891291,0.18314144154208117,0.4118994619968972,645,True,3.7743364433390525,0.10632680077219775,health_death_circ_mean,Mort. Cardiovasc.,Riesgo Climático
hydric_stress_risk,specific,Estrés Hídrico,6689.253534323436,6707.130535590619,6689.316034323436,-3340.626767161718,-7.321315939672077,13.38420706932816,0.5843707927270909,0.18293449987880847,0.410830473386125,645,True,3.9747611108687124,0.09618804174120217,health_death_circ_mean,Mort. Cardiovasc.,Riesgo Climático
flooding_risks,specific,Riesgo Inundación,6689.264562856606,6707.141564123789,6689.327062856606,-3340.632281428303,-4.579438926196835,8.528778780766794,0.5913093474981184,0.1829207760931005,0.4130508123624561,645,True,3.9857896440389595,0.09565909495384999,health_death_circ_mean,Mort. Cardiovasc.,Riesgo Climático
mean_species_richness,specific,Riqueza Spp,6687.607808432987,6705.48480970017,6687.670308432987,-3339.8039042164937,-0.045979292062474274,0.032783570175174,0.16076294222273846,0.18463269672905702,0.4053596313146072,645,True,0.0,0.32316865424011143,health_death_circ_mean,Mort. Cardiovasc.,Biodiversidad
idx_biodiv,composite,Biodiv (idx),6687.607808432989,6705.484809700172,6687.670308432989,-3339.8039042164946,-0.23215314510670357,0.16552688357295636,0.16076294222269272,0.18463269672903623,0.40535963131446395,645,True,1.8189894035458565e-12,0.32316865423981755,health_death_circ_mean,Mort. Cardiovasc.,Biodiversidad
pol_deficit,specific,Déf. Polinización,6688.4929643570285,6706.3699656242115,6688.5554643570285,-3340.2464821785143,-12.560328170384526,12.221476741032625,0.3040787815029379,0.18369873075949358,0.41716979196841547,645,True,0.8851559240411007,0.2075965171215303,health_death_circ_mean,Mort. Cardiovasc.,Biodiversidad
forest_cover,specific,Cobertura Forestal,6689.196037568934,6707.073038836117,6689.258537568934,-3340.598018784467,0.08947516547811542,0.150010452744636,0.5508682759645964,0.1829882124507573,0.4142081208124879,645,True,1.5882291359466763,0.14606617439854078,health_death_circ_mean,Mort. Cardiovasc.,Biodiversidad
pct_preta,specific,% Pob. Negra,6629.955186395449,6647.832187662632,6630.017686395449,-3310.9775931977247,-7.598786300212493,0.9627427449283089,2.9535706511593197e-15,0.24223222132751093,0.45661458650649467,645,True,0.0,0.9999999999978169,health_death_circ_mean,Mort. Cardiovasc.,Vulnerabilidad
pct_pobreza,specific,% Pobreza,6684.7470585858355,6702.6240598530185,6684.8095585858355,-3338.3735292929177,4.794315764683723,2.1852315552484907,0.028238116134633007,0.187597336800079,0.40250179497520516,645,True,54.79187219038613,1.2650163167758094e-12,health_death_circ_mean,Mort. Cardiovasc.,Vulnerabilidad
idx_vulnerabilidad,composite,Vulnerab. (idx),6686.0153199218,6703.892321188983,6686.0778199218,-3339.0076599609,-0.4184727781908849,0.22190282409652726,0.05931678834701305,0.18613164917245936,0.4270359834844527,645,True,56.06013352635091,6.709600731728156e-13,health_death_circ_mean,Mort. Cardiovasc.,Vulnerabilidad
pct_rural,specific,% Rural,6689.275996488883,6707.152997756066,6689.338496488883,-3340.6379982444414,0.08058434532357311,0.15307721228817028,0.5985898916049055,0.18291073627369392,0.4089846157543313,645,True,59.320810093433465,1.3141645784794804e-13,health_death_circ_mean,Mort. Cardiovasc.,Vulnerabilidad
pct_indigena,specific,% Pob. Indígena,6689.530758993455,6707.407760260638,6689.593258993455,-3340.7653794967273,0.35988052029306405,2.423257730312042,0.8819394756746581,0.18264664441024703,0.41268782543935617,645,True,59.57557259800524,1.1569878072583796e-13,health_death_circ_mean,Mort. Cardiovasc.,Vulnerabilidad
UAI_mob,specific,UAI Movilidad,9597.57248856732,9615.449489834504,9597.63498856732,-4794.78624428366,-139.52001138574255,70.66618824232357,0.04834160122345008,0.2289537101631751,0.48520464982648664,645,True,0.0,0.38153400447597835,health_hosp_resp_mean,Hosp. Respiratoria,Gobernanza
UAI_Crisk,specific,UAI Riesgo Clim.,9598.277894546163,9616.154895813346,9598.340394546163,-4795.138947273082,-135.38188406783013,75.58960906805022,0.07329139662554335,0.22734073111347278,0.49339645004110244,645,True,0.7054059788424638,0.26813671765870606,health_hosp_resp_mean,Hosp. Respiratoria,Gobernanza
idx_gobernanza_100,composite,Gobernanza (idx),9599.731278807047,9617.60828007423,9599.793778807047,-4795.865639403523,-1.2069080374170562,0.9111731453240899,0.1853154781412335,0.22579973861674774,0.49420169627182053,645,True,2.1587902397259313,0.12964563715961921,health_hosp_resp_mean,Hosp. Respiratoria,Gobernanza
UAI_housing,specific,UAI Vivienda,9600.070203720823,9617.947204988006,9600.132703720823,-4796.0351018604115,-50.29824616486795,42.24330040307292,0.233779295132709,0.225125380835968,0.4971117103911159,645,True,2.497715153502213,0.10943627360373957,health_hosp_resp_mean,Hosp. Respiratoria,Gobernanza
UAI_env,specific,UAI Ambiental,9601.379190636448,9619.25619190363,9601.441690636448,-4796.689595318224,24.438842395999853,73.49914335272703,0.7395078648239949,0.2228431394976787,0.5052681778097625,645,True,3.8067020691269136,0.05687460577444456,health_hosp_resp_mean,Hosp. Respiratoria,Gobernanza
UAI_food,specific,UAI Alimentación,9601.46916189292,9619.346163160102,9601.53166189292,-4796.73458094646,7.7985337716657055,54.423328591762484,0.8860580330649491,0.22291578625707875,0.5039677160218138,645,True,3.8966733255983854,0.05437276132751222,health_hosp_resp_mean,Hosp. Respiratoria,Gobernanza
flooding_risks,specific,Riesgo Inundación,9599.299251067756,9617.176252334939,9599.361751067756,-4795.649625533878,-124.00979893536986,83.74680409427461,0.13866773383041975,0.22638607645729567,0.492837628436125,645,True,0.0,0.40431312528032326,health_hosp_resp_mean,Hosp. Respiratoria,Riesgo Climático
fire_risk_index,specific,Riesgo Fuego (idx),9600.402048551845,9618.279049819028,9600.464548551845,-4796.2010242759225,1.4829198291160266,1.4212909213736893,0.2967810273534267,0.22400430342002775,0.5036794917615671,645,True,1.1027974840890238,0.23294232675873702,health_hosp_resp_mean,Hosp. Respiratoria,Riesgo Climático
idx_clima,composite,Clima (idx),9600.853736538267,9618.73073780545,9600.916236538267,-4796.426868269134,-1.0697921725474755,1.3421654553545976,0.42541368712642835,0.22438160141927685,0.49681922113238514,645,True,1.5544854705112812,0.18585130250295806,health_hosp_resp_mean,Hosp. Respiratoria,Riesgo Climático
hydric_stress_risk,specific,Estrés Hídrico,9600.952537513196,9618.82953878038,9601.015037513196,-4796.476268756598,93.3641982693443,127.29119820167243,0.4632721870012473,0.22294013469767784,0.5078235930201125,645,True,1.6532864454402443,0.1768932454579815,health_hosp_resp_mean,Hosp. Respiratoria,Riesgo Climático
forest_cover,specific,Cobertura Forestal,9586.511495367515,9604.388496634698,9586.573995367515,-4789.255747683757,-5.85555984104503,1.454067135088358,5.6487831826220585e-05,0.2417558948978893,0.469503371079293,645,True,0.0,0.8809745655480254,health_hosp_resp_mean,Hosp. Respiratoria,Biodiversidad
idx_biodiv,composite,Biodiv (idx),9592.42618567698,9610.303186944164,9592.48868567698,-4792.21309283849,-5.24649768587585,1.7002673411960074,0.0020308052820792533,0.2364774518497481,0.4610279764885495,645,True,5.914690309466096,0.045772505799477885,health_hosp_resp_mean,Hosp. Respiratoria,Biodiversidad
mean_species_richness,specific,Riqueza Spp,9592.42618567698,9610.303186944164,9592.48868567698,-4792.21309283849,-1.039099639563799,0.33674791969415657,0.002030805282079595,0.23647745184974783,0.4610279764885493,645,True,5.914690309466096,0.045772505799477885,health_hosp_resp_mean,Hosp. Respiratoria,Biodiversidad
pol_deficit,specific,Déf. Polinización,9593.446605168794,9611.323606435977,9593.509105168794,-4792.723302584397,348.36777968199374,120.93820132133008,0.003969898540782713,0.2339862315641429,0.4767841069913037,645,True,6.9351098012793955,0.027480422853018712,health_hosp_resp_mean,Hosp. Respiratoria,Biodiversidad
pct_preta,specific,% Pob. Negra,9587.401689887785,9605.278691154968,9587.464189887785,-4789.700844943893,-36.72815876379827,9.720595604248018,0.00015784831514615425,0.23904022196064756,0.48652876855085336,645,True,0.0,0.9011420314292886,health_hosp_resp_mean,Hosp. Respiratoria,Vulnerabilidad
idx_vulnerabilidad,composite,Vulnerab. (idx),9591.970085452462,9609.847086719645,9592.032585452462,-4791.985042726231,-6.463606350208782,2.0837629132302182,0.0019228845880990752,0.2297447793317386,0.5220830153472202,645,True,4.568395564676393,0.0917864882884401,health_hosp_resp_mean,Hosp. Respiratoria,Vulnerabilidad
pct_pobreza,specific,% Pobreza,9597.981180104342,9615.858181371525,9598.043680104342,-4794.990590052171,-39.712672728970325,21.099874204283733,0.05981858255878548,0.2235368427466792,0.524501359432992,645,True,10.579490216556223,0.004544500290286428,health_hosp_resp_mean,Hosp. Respiratoria,Vulnerabilidad
pct_indigena,specific,% Pob. Indígena,9599.94222694433,9617.819228211512,9600.00472694433,-4795.971113472165,-28.466022252285427,22.862948234076793,0.2131051958629191,0.22410653691063903,0.5064736188446848,645,True,12.540537056544053,0.00170470888540447,health_hosp_resp_mean,Hosp. Respiratoria,Vulnerabilidad
pct_rural,specific,% Rural,9601.400385903136,9619.27738717032,9601.462885903136,-4796.700192951568,-0.4348610988395152,1.4551867563741283,0.7650657532094616,0.22287190091234466,0.5048695869751773,645,True,13.998696015351015,0.0008222711065803952,health_hosp_resp_mean,Hosp. Respiratoria,Vulnerabilidad
